item_id,shelf_life_days,perishability,confidence,storage_type,notes,avg_gap_days
5990382,365,low,high,ambient,alcoholic beverages,5.0625
5990533,1,high,high,refrigerated,wraps/kebab fresh,1.025
5990537,365,low,high,dry,coffee/tea/hot drinks,4.125
5990726,365,low,high,dry,coffee/tea/hot drinks,999.0
5990795,1,high,medium,refrigerated,ready-to-eat meals,43.66666666666666
59908,180,low,high,ambient,shelf-stable snacks,999.0
59909,7,low,high,dry,bread products,999.0
5993143,365,low,high,dry,coffee/tea/hot drinks,4.605263157894737
5993156,90,medium,high,frozen,meat frozen,5.242424242424242
5993170,365,low,high,ambient,soft drinks,5.806451612903226
5993171,365,low,high,ambient,soft drinks,2.769230769230769
5993176,90,medium,high,frozen,meat frozen,5.633333333333334
5993179,90,medium,high,frozen,meat frozen,6.6
5993244,365,low,high,ambient,soft drinks,2.8125
5993318,90,medium,high,frozen,meat frozen,13.538461538461538
5993794,365,low,high,dry,coffee/tea/hot drinks,2.0588235294117645
5994273,365,low,high,ambient,soft drinks,2.5142857142857142
5994477,60,medium,high,frozen,sandwiches frozen,6.8
5994495,3,high,high,refrigerated,fresh salads/vegetables,6.714285714285714
5994558,365,low,high,ambient,alcoholic beverages,14.0
5994845,7,low,high,dry,bread products,26.4
5995127,90,medium,high,frozen,meat frozen,56.0
5995131,365,low,high,dry,coffee/tea/hot drinks,112.0
5995132,365,low,high,dry,coffee/tea/hot drinks,12.75
5995134,365,low,high,dry,coffee/tea/hot drinks,21.0
5995147,90,medium,high,frozen,meat frozen,11.428571428571429
5995237,365,low,high,ambient,alcoholic beverages,6.206896551724138
5995244,365,low,high,ambient,alcoholic beverages,6.321428571428571
5995245,365,low,high,ambient,alcoholic beverages,11.571428571428571
5995246,365,low,high,ambient,alcoholic beverages,5.176470588235294
5995247,365,low,high,ambient,alcoholic beverages,13.363636363636363
5995248,365,low,high,ambient,alcoholic beverages,15.9
5995249,365,low,high,ambient,alcoholic beverages,13.88888888888889
5995250,365,low,high,ambient,alcoholic beverages,1.2746478873239435
5995395,2,high,high,refrigerated,fresh pizza,1.1104294478527608
5995443,1,high,high,refrigerated,wraps/kebab fresh,1.6605504587155964
5995453,1,high,high,refrigerated,wraps/kebab fresh,1.4545454545454546
5995454,1,high,high,refrigerated,wraps/kebab fresh,1.3111111111111111
5995459,2,high,high,refrigerated,meat fresh,2.28
5995463,365,low,high,ambient,alcoholic beverages,1.2605633802816902
5995500,2,high,high,refrigerated,meat fresh,3.0526315789473686
5995504,365,low,high,dry,coffee/tea/hot drinks,1.1104294478527608
5995505,365,low,high,dry,coffee/tea/hot drinks,1.2312925170068028
5995506,3,medium,high,refrigerated,processed meat,1.1907894736842106
5995507,1,high,high,refrigerated,wraps/kebab fresh,1.381679389312977
5995526,60,medium,high,frozen,sandwiches frozen,2.8125
5995533,2,high,high,refrigerated,meat fresh,2.2531645569620253
5995544,365,low,high,ambient,soft drinks,1.2746478873239435
5995545,365,low,high,ambient,soft drinks,2.696969696969697
5995546,365,low,high,ambient,soft drinks,2.661764705882353
5995547,365,low,high,ambient,alcoholic beverages,1.2312925170068028
5995549,365,low,high,ambient,alcoholic beverages,1.0402298850574712
5995557,2,high,high,refrigerated,fresh pizza,1.846938775510204
5995570,60,medium,high,frozen,sandwiches frozen,2.4657534246575343
5995618,14,medium,high,refrigerated,cheese,2.2625
5995650,90,medium,high,frozen,pizza (frozen/long shelf),12.428571428571429
5995708,7,medium,high,refrigerated,dairy/eggs,25.714285714285715
5995717,90,medium,high,frozen,meat frozen,12.928571428571429
5995718,90,medium,high,frozen,meat frozen,12.25
5995747,365,low,high,dry,coffee/tea/hot drinks,18.25
5995882,60,medium,high,frozen,wraps/kebab frozen,4.615384615384615
5996032,14,medium,high,refrigerated,cheese,10.294117647058824
5996217,90,medium,high,frozen,meat frozen,12.5
5996220,3,high,high,refrigerated,fresh salads/vegetables,15.125
5996221,365,low,high,dry,coffee/tea/hot drinks,16.8
5996247,365,low,high,dry,coffee/tea/hot drinks,29.166666666666668
5996269,60,medium,high,frozen,seafood frozen,2.864406779661017
5996273,60,medium,high,frozen,seafood frozen,3.38
5996274,3,high,high,refrigerated,fresh salads/vegetables,5.793103448275862
5996277,60,medium,high,frozen,seafood frozen,6.25
5996281,365,low,high,dry,coffee/tea/hot drinks,6.384615384615385
5996282,365,low,high,dry,coffee/tea/hot drinks,18.2
5996283,60,medium,high,frozen,seafood frozen,999.0
5996284,365,low,high,dry,coffee/tea/hot drinks,999.0
5996286,60,medium,high,frozen,sandwiches frozen,10.909090909090908
5996287,60,medium,high,frozen,sandwiches frozen,18.5
5996288,60,medium,high,frozen,sandwiches frozen,9.214285714285714
5996289,60,medium,high,frozen,sandwiches frozen,999.0
5996293,90,medium,high,frozen,meat frozen,13.25
5996294,90,medium,high,frozen,meat frozen,28.0
5996355,2,high,high,refrigerated,meat fresh,3.62
5996438,365,low,high,ambient,alcoholic beverages,43.25
5996570,90,medium,high,frozen,meat frozen,11.25
5996599,90,low,high,frozen,frozen fried items,999.0
5996694,14,medium,high,refrigerated,sauces/condiments,1.167741935483871
5996876,90,medium,high,frozen,meat frozen,21.0
5996884,365,low,high,dry,coffee/tea/hot drinks,2.0
5996904,365,low,high,dry,coffee/tea/hot drinks,35.0
5996907,90,medium,high,frozen,pizza (frozen/long shelf),11.0
5996929,2,medium,medium,refrigerated,pasta/rice fresh,9.0
5996934,90,low,high,frozen,frozen fried items,76.0
5996944,365,low,high,ambient,alcoholic beverages,8.352941176470589
5996945,60,medium,high,frozen,wraps/kebab frozen,38.75
5996946,365,low,high,ambient,soft drinks,21.5
5997116,365,low,high,ambient,soft drinks,2.324675324675325
5997143,365,low,high,ambient,alcoholic beverages,1.13125
5997265,365,low,high,dry,coffee/tea/hot drinks,8.6
5997352,365,low,high,ambient,alcoholic beverages,5.6
5997371,60,medium,high,frozen,seafood frozen,10.9375
5997426,14,medium,high,refrigerated,sauces/condiments,3.0
5997466,365,low,high,ambient,alcoholic beverages,9.411764705882351
5997528,60,medium,high,frozen,sandwiches frozen,7.909090909090909
5997791,60,medium,high,frozen,sandwiches frozen,5.166666666666667
5997792,3,high,high,refrigerated,fresh salads/vegetables,9.25
5997812,365,low,high,dry,coffee/tea/hot drinks,12.2
5997965,14,medium,high,refrigerated,cheese,1.9230769230769231
5997989,7,medium,high,refrigerated,dairy/eggs,1.8020833333333333
5997991,1,high,medium,refrigerated,ready-to-eat meals,6.807692307692308
5997994,90,medium,high,frozen,meat frozen,16.11111111111111
5998144,365,low,high,dry,coffee/tea/hot drinks,1.335820895522388
5998145,60,medium,high,frozen,sandwiches frozen,3.026315789473684
5998156,365,low,high,ambient,soft drinks,5.375
5998157,365,low,high,ambient,soft drinks,18.0
5998158,3,high,high,refrigerated,fresh salads/vegetables,9.363636363636363
5998159,1,high,high,refrigerated,seafood fresh,1.7722772277227723
5998161,7,medium,high,refrigerated,dairy/eggs,5.096774193548387
5998163,60,medium,high,frozen,seafood frozen,4.828571428571428
5998164,7,medium,high,refrigerated,dairy/eggs,4.72972972972973
5998165,60,medium,high,frozen,seafood frozen,2.057471264367816
5998166,365,low,high,dry,coffee/tea/hot drinks,2.1604938271604937
5998170,3,high,high,refrigerated,fresh salads/vegetables,2.3157894736842106
5998173,365,low,high,dry,coffee/tea/hot drinks,2.4444444444444446
5998176,60,medium,high,frozen,seafood frozen,10.181818181818182
5998179,60,medium,high,frozen,seafood frozen,8.666666666666666
5998180,7,medium,high,refrigerated,dairy/eggs,6.269230769230769
5998182,365,low,high,dry,coffee/tea/hot drinks,2.452054794520548
5998222,365,low,high,dry,coffee/tea/hot drinks,2.912280701754386
5998259,365,low,high,dry,coffee/tea/hot drinks,29.83333333333333
5998285,60,medium,medium,frozen,pasta/rice frozen,23.666666666666668
5998313,180,low,high,ambient,shelf-stable snacks,44.5
5998478,180,low,high,ambient,shelf-stable snacks,1.0705882352941176
5998550,90,medium,high,frozen,meat frozen,31.75
5998552,365,low,high,ambient,alcoholic beverages,113.0
5998554,365,low,high,ambient,soft drinks,4.116279069767442
5998555,14,medium,high,refrigerated,cheese,12.142857142857142
5998556,365,low,high,ambient,alcoholic beverages,7.434782608695652
5998562,365,low,high,ambient,alcoholic beverages,18.88888888888889
5998564,3,high,high,refrigerated,fresh salads/vegetables,38.75
5998710,30,low,medium,dry,pastries shelf-stable,65.0
5998805,1,high,high,refrigerated,sandwiches fresh,1.117283950617284
5998821,180,low,high,ambient,shelf-stable snacks,2.464788732394366
5998822,14,medium,high,refrigerated,sauces/condiments,4.513513513513513
5998862,14,medium,high,refrigerated,cheese,27.0
5998918,365,low,high,dry,coffee/tea/hot drinks,15.083333333333334
5998919,365,low,high,dry,coffee/tea/hot drinks,24.714285714285715
5998920,365,low,high,dry,coffee/tea/hot drinks,21.75
5998933,30,low,medium,dry,pastries shelf-stable,5.75
5998943,365,low,high,dry,coffee/tea/hot drinks,1.25
5998944,365,low,high,dry,coffee/tea/hot drinks,4.0
5998945,3,medium,medium,refrigerated,pastries fresh,1.3333333333333333
5998947,3,medium,medium,refrigerated,pastries fresh,1.0
5998949,365,low,high,dry,coffee/tea/hot drinks,1.0
5998955,180,low,high,frozen,frozen desserts,1.0
5998957,365,low,high,dry,coffee/tea/hot drinks,8.2
5998989,365,low,high,dry,coffee/tea/hot drinks,7.8
5998990,365,low,high,dry,coffee/tea/hot drinks,4.5
5999093,60,medium,medium,frozen,pasta/rice frozen,17.428571428571427
5999168,365,low,high,ambient,soft drinks,7.608695652173913
5999206,3,high,high,refrigerated,fresh salads/vegetables,5.777777777777778
5999207,3,high,high,refrigerated,fresh salads/vegetables,5.294117647058823
5999210,90,medium,high,frozen,meat frozen,5.473684210526316
5999211,3,high,high,refrigerated,fresh salads/vegetables,2.6904761904761907
5999241,1,high,high,refrigerated,wraps/kebab fresh,3.533333333333333
5999242,365,low,high,ambient,alcoholic beverages,12.75
5999244,90,medium,high,frozen,meat frozen,7.666666666666667
5999263,365,low,high,ambient,alcoholic beverages,1.6376811594202898
5999285,365,low,high,ambient,soft drinks,2.511111111111111
5999286,365,low,high,ambient,soft drinks,2.4324324324324325
5999295,60,medium,high,frozen,wraps/kebab frozen,12.5
5999301,365,low,high,dry,coffee/tea/hot drinks,5.75
5999387,365,low,high,ambient,alcoholic beverages,1.947368421052632
5999688,365,low,high,dry,coffee/tea/hot drinks,43.0
5999852,365,low,high,dry,coffee/tea/hot drinks,14.818181818181818
5999854,365,low,high,dry,coffee/tea/hot drinks,8.7
5999932,365,low,high,ambient,alcoholic beverages,1.2727272727272727
5999935,365,low,high,ambient,alcoholic beverages,2.15
5999948,365,low,high,ambient,soft drinks,3.44
5999958,90,medium,high,frozen,meat frozen,6.2727272727272725
5999960,90,medium,high,frozen,meat frozen,4.555555555555555
5999962,7,low,high,dry,bread products,8.75
5999963,7,low,high,dry,bread products,9.72222222222222
5999964,7,low,high,dry,bread products,3.844444444444445
5999966,3,medium,high,refrigerated,bread fresh,5.625
5999968,365,low,high,dry,coffee/tea/hot drinks,1.8285714285714283
5999970,90,medium,high,frozen,meat frozen,9.0
5999986,90,medium,high,frozen,meat frozen,7.5
6000018,90,low,high,frozen,frozen fried items,5.5
6000041,365,low,high,ambient,soft drinks,3.75
6000042,365,low,high,ambient,soft drinks,8.947368421052632
6000043,365,low,high,dry,coffee/tea/hot drinks,14.0
6000208,365,low,high,ambient,soft drinks,9.25
6000283,365,low,high,dry,coffee/tea/hot drinks,2.507042253521127
6000302,90,medium,high,frozen,meat frozen,4.382352941176471
6000305,1,high,medium,refrigerated,ready-to-eat meals,10.0
6000324,365,low,high,ambient,alcoholic beverages,10.6
6000365,90,low,medium,frozen,soup frozen,3.145454545454545
6000393,2,high,high,refrigerated,meat fresh,3.85
6000399,365,low,high,dry,coffee/tea/hot drinks,2.0
6000479,365,low,high,ambient,confectionery,1.8854166666666667
6000483,90,medium,high,frozen,meat frozen,3.7
6000531,90,medium,high,frozen,meat frozen,4.513513513513513
6000616,365,low,high,ambient,alcoholic beverages,1.2147651006711409
6000618,365,low,high,ambient,alcoholic beverages,1.167741935483871
6000619,365,low,high,ambient,soft drinks,1.875
6000620,365,low,high,ambient,alcoholic beverages,12.071428571428571
6000624,365,low,high,ambient,alcoholic beverages,999.0
6000626,365,low,high,ambient,alcoholic beverages,23.666666666666668
6000627,365,low,high,dry,coffee/tea/hot drinks,2.9344262295081966
6000629,365,low,high,ambient,alcoholic beverages,999.0
6000633,365,low,high,ambient,alcoholic beverages,11.538461538461538
6000635,180,low,high,ambient,shelf-stable snacks,15.4
6000828,60,medium,high,frozen,wraps/kebab frozen,4.166666666666667
6000829,1,high,high,refrigerated,seafood fresh,2.3421052631578947
6000853,365,low,high,ambient,soft drinks,999.0
6000878,60,medium,high,frozen,seafood frozen,999.0
6000979,90,medium,high,frozen,meat frozen,7.333333333333333
6000995,90,medium,high,frozen,meat frozen,28.0
6001005,90,medium,high,frozen,meat frozen,999.0
6001062,1,high,medium,refrigerated,ready-to-eat meals,8.8
6001063,30,low,medium,dry,pastries shelf-stable,29.5
6001246,365,low,high,dry,coffee/tea/hot drinks,2.9344262295081966
6001323,365,low,high,ambient,alcoholic beverages,4.219512195121951
6001329,2,high,high,refrigerated,meat fresh,4.076923076923077
6001331,2,high,high,refrigerated,meat fresh,4.6923076923076925
6001433,365,low,high,dry,coffee/tea/hot drinks,999.0
6001461,365,low,high,dry,coffee/tea/hot drinks,3.2830188679245285
6001465,365,low,high,dry,coffee/tea/hot drinks,2.78125
6001466,365,low,high,dry,coffee/tea/hot drinks,2.1728395061728394
6001467,365,low,high,dry,coffee/tea/hot drinks,2.588235294117647
6001470,365,low,high,dry,coffee/tea/hot drinks,2.671875
6001471,365,low,high,dry,coffee/tea/hot drinks,4.861111111111111
6001476,365,low,high,dry,coffee/tea/hot drinks,6.0
6001478,365,low,high,ambient,soft drinks,2.324675324675325
6001479,365,low,high,ambient,soft drinks,5.0
6001549,365,low,high,ambient,soft drinks,1.881720430107527
6001573,1,high,high,refrigerated,wraps/kebab fresh,1.0903614457831323
6001574,1,high,high,refrigerated,wraps/kebab fresh,1.167741935483871
6001578,365,low,high,ambient,alcoholic beverages,1.0773809523809523
6001579,365,low,high,ambient,alcoholic beverages,1.0225988700564972
6001580,365,low,high,ambient,alcoholic beverages,1.096969696969697
6001581,365,low,high,ambient,alcoholic beverages,1.0055555555555555
6001588,1,high,high,refrigerated,wraps/kebab fresh,1.117283950617284
6001589,2,high,high,refrigerated,meat fresh,1.0168539325842696
6001591,1,high,high,refrigerated,wraps/kebab fresh,1.0055555555555555
6001596,1,high,high,refrigerated,wraps/kebab fresh,1.0284090909090908
6001598,90,low,high,frozen,frozen fried items,1.0055555555555555
6001599,365,low,high,dry,coffee/tea/hot drinks,1.0055555555555555
6001602,1,high,high,refrigerated,wraps/kebab fresh,1.371212121212121
6001603,365,low,high,ambient,soft drinks,1.0055555555555555
6001779,2,high,high,refrigerated,fresh pizza,1.8833333333333333
6001781,7,medium,high,refrigerated,dairy/eggs,2.017857142857143
6001870,7,low,high,dry,bread products,8.368421052631579
6001912,1,high,medium,refrigerated,ready-to-eat meals,6.380952380952381
6001917,3,high,high,refrigerated,fresh salads/vegetables,1.0284090909090908
6002230,180,low,high,ambient,shelf-stable snacks,7.352941176470588
6002234,365,low,high,dry,coffee/tea/hot drinks,12.9
6002727,365,low,high,ambient,soft drinks,2.8852459016393444
6002728,365,low,high,ambient,soft drinks,1.946236559139785
6002730,365,low,high,dry,coffee/tea/hot drinks,3.591836734693877
6002731,365,low,high,ambient,alcoholic beverages,3.739130434782609
6002732,365,low,high,dry,coffee/tea/hot drinks,3.320754716981132
6002734,60,medium,high,frozen,sandwiches frozen,6.222222222222222
6002737,60,medium,high,frozen,sandwiches frozen,6.035714285714286
6002738,60,medium,high,frozen,processed meat frozen,2.513888888888889
6002739,365,low,high,dry,coffee/tea/hot drinks,2.742424242424242
6002740,60,medium,high,frozen,sandwiches frozen,3.36734693877551
6002741,365,low,high,ambient,alcoholic beverages,4.722222222222222
6002742,60,medium,high,frozen,wraps/kebab frozen,4.076923076923077
6002743,90,low,high,frozen,frozen fried items,3.911111111111111
6002744,365,low,high,ambient,alcoholic beverages,5.176470588235294
6002745,60,medium,high,frozen,wraps/kebab frozen,6.695652173913044
6002746,90,low,high,frozen,frozen fried items,4.631578947368421
6002911,90,low,high,frozen,frozen fried items,1.5
6003615,1,high,high,refrigerated,seafood fresh,5.071428571428571
6003714,365,low,high,dry,coffee/tea/hot drinks,3.75
6003752,1,high,medium,refrigerated,ready-to-eat meals,4.756756756756757
6003758,1,high,medium,refrigerated,ready-to-eat meals,8.842105263157896
6003773,60,medium,high,frozen,seafood frozen,12.846153846153848
6003774,365,low,high,dry,coffee/tea/hot drinks,18.77777777777778
6003781,90,low,high,frozen,frozen fried items,14.0
6003784,90,medium,high,frozen,meat frozen,7.772727272727272
6003791,365,low,high,dry,coffee/tea/hot drinks,13.384615384615383
6003792,365,low,high,ambient,soft drinks,2.9833333333333334
6003794,365,low,high,dry,coffee/tea/hot drinks,10.529411764705882
6003795,90,medium,high,frozen,meat frozen,11.2
6003797,365,low,high,ambient,alcoholic beverages,11.1875
6003805,365,low,high,ambient,alcoholic beverages,10.235294117647058
6003808,365,low,high,dry,coffee/tea/hot drinks,14.833333333333334
6003887,365,low,high,dry,coffee/tea/hot drinks,5.235294117647059
6004191,1,high,medium,refrigerated,ready-to-eat meals,4.615384615384615
6004216,365,low,high,dry,coffee/tea/hot drinks,10.411764705882351
6004338,365,low,high,dry,coffee/tea/hot drinks,4.166666666666667
6004365,180,low,high,ambient,shelf-stable snacks,4.833333333333333
6004387,90,medium,high,frozen,meat frozen,2.0
6004388,90,medium,high,frozen,meat frozen,3.62
6004515,365,low,high,ambient,alcoholic beverages,9.75
6005061,365,low,high,dry,coffee/tea/hot drinks,6.695652173913044
6005710,365,low,high,ambient,alcoholic beverages,73.5
6005784,365,low,high,ambient,alcoholic beverages,4.0
6005785,365,low,high,ambient,alcoholic beverages,4.4
6005786,365,low,high,ambient,alcoholic beverages,7.2
6005787,365,low,high,ambient,alcoholic beverages,5.264705882352941
6005789,365,low,high,ambient,alcoholic beverages,4.861111111111111
6005790,365,low,high,ambient,alcoholic beverages,8.333333333333334
6005792,365,low,high,ambient,alcoholic beverages,9.210526315789474
6005795,365,low,high,ambient,alcoholic beverages,8.947368421052632
6005799,365,low,high,ambient,alcoholic beverages,6.461538461538462
6005803,365,low,high,ambient,alcoholic beverages,8.333333333333334
6005808,365,low,high,ambient,alcoholic beverages,6.206896551724138
6005816,365,low,high,ambient,alcoholic beverages,4.0
6005817,365,low,high,ambient,alcoholic beverages,5.40625
6005822,365,low,high,ambient,alcoholic beverages,5.0
6005834,365,low,high,ambient,alcoholic beverages,6.0
6006136,7,medium,high,refrigerated,fresh juice/smoothie,6.346153846153846
6006137,365,low,high,ambient,confectionery,4.487179487179487
6006700,365,low,high,dry,coffee/tea/hot drinks,1.5855855855855856
6006705,365,low,high,dry,coffee/tea/hot drinks,3.6
6006706,365,low,high,dry,coffee/tea/hot drinks,9.38888888888889
6006707,2,high,high,refrigerated,meat fresh,2.36
6007173,3,medium,high,refrigerated,bread fresh,1.0773809523809523
6007174,365,low,high,dry,coffee/tea/hot drinks,4.956521739130435
6007314,2,high,high,refrigerated,meat fresh,1.124223602484472
6007319,365,low,high,dry,coffee/tea/hot drinks,1.2482758620689656
6007324,1,high,high,refrigerated,wraps/kebab fresh,1.0344827586206895
6007327,2,high,high,refrigerated,meat fresh,2.7
6007328,365,low,high,dry,coffee/tea/hot drinks,1.3333333333333333
6007329,1,high,high,refrigerated,sandwiches fresh,1.588235294117647
6007331,90,low,high,frozen,frozen fried items,1.6111111111111112
6007332,90,low,high,frozen,frozen fried items,2.333333333333333
6007335,14,medium,high,refrigerated,sauces/condiments,4.209302325581396
6007404,365,low,high,dry,coffee/tea/hot drinks,5.03125
6007406,365,low,high,ambient,alcoholic beverages,9.176470588235292
6007540,90,medium,high,frozen,meat frozen,999.0
6007758,7,low,high,dry,bread products,15.142857142857142
6007786,2,high,high,refrigerated,meat fresh,7.0
6007816,60,medium,medium,frozen,pasta/rice frozen,21.0
6007832,90,medium,high,frozen,meat frozen,3.0
6007837,180,low,high,ambient,shelf-stable snacks,2.4615384615384617
6007928,60,medium,high,frozen,wraps/kebab frozen,1.304878048780488
6007929,60,medium,high,frozen,wraps/kebab frozen,3.057142857142857
6007930,60,medium,high,frozen,wraps/kebab frozen,3.962962962962963
6007932,60,medium,high,frozen,wraps/kebab frozen,3.3773584905660377
6007936,365,low,high,ambient,alcoholic beverages,1.1455696202531649
6007937,365,low,high,ambient,alcoholic beverages,1.556521739130435
6007939,365,low,high,ambient,alcoholic beverages,2.0454545454545454
6007940,365,low,high,ambient,alcoholic beverages,1.81
6007941,365,low,high,ambient,alcoholic beverages,4.657894736842105
6007943,365,low,high,ambient,alcoholic beverages,5.176470588235294
6007944,60,medium,high,frozen,wraps/kebab frozen,1.292857142857143
6007945,90,medium,high,frozen,meat frozen,4.113636363636363
6007952,60,medium,high,frozen,processed meat frozen,3.787234042553192
6007953,90,low,high,frozen,frozen fried items,6.241379310344827
6007954,365,low,high,dry,coffee/tea/hot drinks,2.046511627906977
6007955,365,low,high,dry,coffee/tea/hot drinks,2.180722891566265
6007962,14,medium,high,refrigerated,sauces/condiments,3.034482758620689
6007970,365,low,high,dry,coffee/tea/hot drinks,3.1818181818181817
6007972,365,low,high,dry,coffee/tea/hot drinks,6.730769230769231
6007974,365,low,high,dry,coffee/tea/hot drinks,3.977272727272727
6007977,7,medium,high,refrigerated,fresh juice/smoothie,10.058823529411764
6007978,365,low,high,ambient,soft drinks,2.5
6007979,365,low,high,ambient,alcoholic beverages,12.538461538461538
6007980,60,medium,high,frozen,sandwiches frozen,7.608695652173913
6007983,60,medium,medium,frozen,pasta/rice frozen,3.240740740740741
6007984,365,low,high,ambient,alcoholic beverages,11.466666666666669
6007985,7,low,high,dry,bread products,5.965517241379311
6007986,30,low,medium,dry,pastries shelf-stable,2.734375
6007991,1,high,medium,refrigerated,ready-to-eat meals,6.846153846153846
6007996,365,low,high,ambient,alcoholic beverages,8.0
6007998,365,low,high,ambient,alcoholic beverages,12.785714285714286
6008002,90,medium,high,frozen,meat frozen,56.0
6008028,30,low,medium,dry,pastries shelf-stable,999.0
6008036,365,low,high,ambient,alcoholic beverages,3.7058823529411766
6008078,90,medium,high,frozen,meat frozen,3.934782608695652
6008201,365,low,high,ambient,alcoholic beverages,3.933333333333333
6008202,365,low,high,ambient,alcoholic beverages,2.034482758620689
6008205,365,low,high,ambient,alcoholic beverages,1.98876404494382
6008206,365,low,high,ambient,alcoholic beverages,2.647058823529412
6008208,365,low,high,ambient,soft drinks,4.5
6008210,60,medium,high,frozen,seafood frozen,9.5
6008211,90,medium,high,frozen,meat frozen,5.625
6008217,365,low,high,dry,coffee/tea/hot drinks,9.294117647058824
6008218,365,low,high,dry,coffee/tea/hot drinks,3.7083333333333335
6008219,365,low,high,dry,coffee/tea/hot drinks,2.3076923076923075
6008220,365,low,high,dry,coffee/tea/hot drinks,2.081395348837209
6008222,365,low,high,dry,coffee/tea/hot drinks,3.977272727272727
6008223,365,low,high,dry,coffee/tea/hot drinks,8.85
6008224,365,low,high,dry,coffee/tea/hot drinks,3.63265306122449
6008225,365,low,high,dry,coffee/tea/hot drinks,7.291666666666667
6008226,365,low,high,dry,coffee/tea/hot drinks,6.923076923076923
6008227,365,low,high,dry,coffee/tea/hot drinks,4.916666666666667
6008248,7,medium,high,refrigerated,dairy/eggs,2.4923076923076923
6008250,7,medium,high,refrigerated,dairy/eggs,6.583333333333333
6008506,180,low,high,ambient,shelf-stable snacks,5.451612903225806
6008663,365,low,high,ambient,alcoholic beverages,74.5
6008847,2,high,high,refrigerated,fresh pizza,1.925531914893617
6008946,14,medium,high,refrigerated,sauces/condiments,1.2569444444444444
6008948,1,high,high,refrigerated,wraps/kebab fresh,1.7075471698113207
6008963,1,high,high,refrigerated,wraps/kebab fresh,1.7572815533980584
6008978,2,high,high,refrigerated,meat fresh,1.9148936170212767
6008983,365,low,high,dry,coffee/tea/hot drinks,1.4596774193548387
6008984,365,low,high,dry,coffee/tea/hot drinks,1.3923076923076922
6009001,1,high,high,refrigerated,sandwiches fresh,2.1294117647058823
6009006,1,high,high,refrigerated,sandwiches fresh,1.7403846153846154
6009007,1,high,high,refrigerated,sandwiches fresh,1.222972972972973
6009008,1,high,high,refrigerated,sandwiches fresh,1.723809523809524
6009009,1,high,high,refrigerated,sandwiches fresh,2.1686746987951806
6009010,60,medium,high,frozen,sandwiches frozen,1.6071428571428572
6009011,1,high,high,refrigerated,sandwiches fresh,2.0823529411764707
6009016,2,high,high,refrigerated,meat fresh,2.207317073170732
6009018,2,high,high,refrigerated,meat fresh,1.6605504587155964
6009021,2,high,high,refrigerated,meat fresh,2.130952380952381
6009030,2,high,high,refrigerated,meat fresh,1.891304347826087
6009041,365,low,high,ambient,soft drinks,1.096969696969697
6009042,365,low,high,ambient,soft drinks,1.0342857142857145
6009043,365,low,high,ambient,soft drinks,1.5210084033613445
6009047,2,high,high,refrigerated,meat fresh,1.3407407407407408
6009048,365,low,high,ambient,soft drinks,1.6822429906542056
6009089,2,high,high,refrigerated,fresh pizza,1.448
6009091,1,high,high,refrigerated,sandwiches fresh,2.8524590163934427
6009155,365,low,high,dry,coffee/tea/hot drinks,2.2125
6009338,365,low,high,ambient,alcoholic beverages,3.6875
6009542,3,high,high,refrigerated,fresh salads/vegetables,2.8852459016393444
6009543,365,low,high,ambient,alcoholic beverages,2.0568181818181817
6009547,1,high,medium,refrigerated,ready-to-eat meals,2.513888888888889
6009554,60,medium,high,frozen,wraps/kebab frozen,1.292857142857143
6009557,60,medium,high,frozen,wraps/kebab frozen,3.4150943396226414
6009566,365,low,high,ambient,alcoholic beverages,3.1403508771929824
6009567,90,medium,high,frozen,meat frozen,3.4150943396226414
6009569,90,medium,high,frozen,meat frozen,2.2222222222222223
6009571,365,low,high,dry,coffee/tea/hot drinks,2.588235294117647
6009572,365,low,high,ambient,alcoholic beverages,1.487603305785124
6009573,90,low,high,frozen,frozen fried items,3.1607142857142856
6009577,90,medium,high,frozen,meat frozen,2.6865671641791047
6009578,90,medium,high,frozen,meat frozen,2.4927536231884058
6009582,365,low,high,dry,coffee/tea/hot drinks,3.549019607843137
6009583,90,medium,high,frozen,meat frozen,1.651376146788991
6009610,365,low,high,dry,coffee/tea/hot drinks,4.4
6009617,365,low,high,ambient,soft drinks,1.863157894736842
6009618,365,low,high,ambient,soft drinks,1.283687943262411
6009619,90,medium,high,frozen,meat frozen,2.234567901234568
6009620,90,medium,high,frozen,meat frozen,3.351851851851852
6009621,365,low,high,ambient,alcoholic beverages,1.4836065573770492
6009627,365,low,high,ambient,alcoholic beverages,2.933333333333333
6009628,365,low,high,ambient,alcoholic beverages,4.641025641025641
6009734,365,low,high,ambient,soft drinks,4.833333333333333
6009751,365,low,high,ambient,alcoholic beverages,999.0
6009808,365,low,high,ambient,alcoholic beverages,1.0
6009809,365,low,high,ambient,alcoholic beverages,2.2098765432098766
6009810,365,low,high,ambient,alcoholic beverages,1.988888888888889
6009811,365,low,high,ambient,alcoholic beverages,1.7821782178217822
6009813,365,low,high,ambient,soft drinks,1.0225988700564972
6009823,365,low,high,ambient,alcoholic beverages,1.4916666666666667
6009826,60,medium,medium,frozen,pasta/rice frozen,16.0
6009827,180,low,high,ambient,shelf-stable snacks,5.393939393939394
6009828,365,low,high,ambient,alcoholic beverages,3.2545454545454544
6009829,365,low,high,ambient,soft drinks,6.555555555555555
6009843,365,low,high,ambient,alcoholic beverages,4.6
