item_id,title,avg_gap_days,storage_type,shelf_life_days,can_freeze,perishability,confidence,notes
5969486,,999.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969487,,19.75,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969496,,3.93,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969507,,3.95,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969512,,5.7,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969513,,105.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969514,,5.96,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969515,,6.16,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969560,,7.36,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969569,,10.4,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969579,,999.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969581,,2.96,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969582,,999.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969588,,7.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969614,,999.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969615,,76.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969616,,43.5,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969617,,7.95,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969618,,7.61,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969619,,13.77,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969638,,79.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969661,,13.18,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969706,,14.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969774,,97.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969795,,999.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969802,,4.65,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969857,,3.09,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5969868,,4.21,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969869,,2.41,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5969870,,4.46,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5969871,,2.29,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5969873,,13.42,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969875,,999.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969876,,11.62,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969877,,24.33,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969878,,8.4,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969879,,7.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969881,,10.06,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969882,,14.08,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969883,,999.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969886,,1.26,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5969887,,1.28,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5969889,,2.38,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969890,,1.81,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5969891,,2.02,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5969892,,1.37,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5969893,,3.77,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5969895,,9.56,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969897,,1.65,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5969898,,9.21,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969899,,8.14,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969900,,23.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969901,,3.5,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969902,,13.77,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969903,,9.08,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969904,,4.31,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969905,,11.19,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969906,,9.27,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969909,,19.71,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969910,,35.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969912,,6.67,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969913,,8.35,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969914,,30.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969915,,15.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969916,,12.92,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969917,,13.42,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969918,,107.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969922,,8.57,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969923,,23.17,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969924,,8.57,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969925,,70.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969926,,14.12,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969927,,12.92,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969928,,3.1,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5969929,,2.66,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5969930,,1.53,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5969931,,2.44,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5969933,,3.39,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5969934,,4.62,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969935,,12.44,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969936,,14.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969937,,25.67,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969938,,31.5,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969939,,8.5,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969941,,2.13,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5969942,,53.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969943,,37.75,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969944,,10.67,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969945,,9.6,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969946,,8.56,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969947,,7.95,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969948,,16.7,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969951,,3.16,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5969953,,120.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969956,,35.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969957,,3.83,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969958,,999.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969959,,5.27,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969961,,2.28,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5969962,,999.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969963,,2.78,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969965,,999.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969966,,1.63,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5969967,,88.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969968,,2.55,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5969971,,18.86,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969972,,2.84,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5969973,,14.55,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969974,,119.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969975,,999.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969976,,4.07,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969977,,3.75,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5969978,,16.56,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969979,,4.45,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969980,,3.2,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5969981,,4.17,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5969982,,9.21,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969983,,999.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969984,,1.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5969985,,999.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969986,,4.02,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5969987,,25.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969988,,3.98,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969989,,2.87,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5969991,,6.88,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969995,,22.5,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969996,,13.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5969998,,999.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970000,,999.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970001,,9.29,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970002,,23.5,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970003,,33.8,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970007,,13.5,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970009,,4.53,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970010,,17.67,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970013,,15.45,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970014,,19.12,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970015,,8.53,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970016,,15.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970017,,6.68,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970018,,4.86,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970019,,38.5,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970021,,999.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970022,,13.88,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970023,,11.56,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970024,,7.52,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970026,,63.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970027,,999.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970028,,42.5,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970029,,59.5,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970030,,999.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970031,,999.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970032,,2.17,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5970033,,2.6,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5970034,,20.38,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970035,,52.33,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970037,,999.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970039,,18.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970040,,23.86,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970041,,1.55,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5970044,,3.91,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5970046,,999.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970047,,4.47,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970048,,33.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970049,,1.79,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5970055,,28.5,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970058,,22.5,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970059,,8.53,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970063,,5.35,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970064,,105.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970065,,999.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970066,,11.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970067,,999.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970068,,28.75,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970069,,3.48,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5970070,,1.94,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5970071,,36.75,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970072,,999.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970073,,30.75,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970075,,52.5,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970077,,999.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970081,,39.67,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970084,,60.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970085,,999.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970088,,24.5,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970089,,999.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970091,,57.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970093,,29.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970094,,3.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5970097,,999.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970104,,999.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970110,,999.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970111,,66.5,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970112,,45.67,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970114,,39.5,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970115,,8.8,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970116,,999.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970118,,999.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970139,,1.35,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5970141,,12.77,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970151,,13.22,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970153,,7.14,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970155,,999.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970158,,999.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970159,,16.25,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970160,,12.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5970795,,999.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970796,,5.18,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970797,,18.43,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970805,,4.31,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5970811,,2.54,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5970812,,13.83,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970814,,12.07,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970815,,61.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970816,,13.91,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970817,,31.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970818,,16.89,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970825,,1.62,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5970827,,55.67,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970832,,5.53,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970836,,6.68,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970837,,1.49,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5970838,,1.06,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5970839,,1.78,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5970840,,8.4,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970841,,1.59,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5970842,,4.84,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5970856,,1.2,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5970871,,25.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970872,,1.4,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5970876,,1.01,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5970877,,1.32,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5970878,,1.01,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5970879,,1.21,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5970880,,1.27,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5970895,,2.4,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5970914,,34.33,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970958,,16.43,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970962,,14.5,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970963,,19.83,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970964,,52.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970965,,16.67,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970977,,11.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5970981,,39.5,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5970990,,12.07,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971005,,48.67,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971006,,10.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5971007,,29.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971011,,13.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971019,,1.9,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5971036,,49.33,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971037,,53.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971038,,8.19,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971039,,21.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971040,,7.18,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971041,,8.63,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971043,,43.33,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971044,,10.06,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971045,,33.25,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971046,,57.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971048,,12.08,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971067,,119.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971069,,41.67,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971070,,28.5,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971071,,40.33,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971073,,999.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971075,,14.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971076,,12.73,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971077,,12.62,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971078,,20.6,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971079,,6.7,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971082,,4.81,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971083,,5.7,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971084,,19.14,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971085,,4.75,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971086,,29.2,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971087,,10.33,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971088,,11.75,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971092,,35.5,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971095,,12.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971096,,11.47,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971097,,21.57,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971098,,6.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5971099,,17.22,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971100,,18.8,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971101,,59.5,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971102,,24.33,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971103,,23.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971104,,20.5,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971105,,4.75,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5971106,,21.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971107,,3.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5971108,,50.33,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971110,,33.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971111,,94.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971112,,43.5,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971116,,23.86,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971117,,6.04,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971119,,13.64,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971126,,15.18,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971129,,41.33,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971130,,16.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971131,,48.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971132,,42.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971133,,14.14,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971135,,10.58,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971136,,41.67,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971137,,15.12,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971138,,17.43,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971143,,3.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5971158,,11.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971161,,60.5,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971162,,43.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971163,,999.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971164,,41.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971166,,14.11,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971167,,15.62,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971168,,16.7,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971169,,15.18,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971171,,1.6,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5971172,,1.4,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5971173,,3.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5971174,,1.67,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5971175,,2.33,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5971176,,59.5,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971177,,999.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971187,,21.17,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971199,,4.02,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971200,,999.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971201,,24.67,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971202,,14.25,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971203,,6.72,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971204,,6.17,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971205,,7.85,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971206,,5.26,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5971207,,21.25,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971211,,10.58,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971212,,10.58,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971221,,11.55,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971222,,11.13,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971225,,16.75,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971262,,8.41,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971271,,24.33,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971274,,8.33,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971275,,14.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971276,,18.67,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971277,,3.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5971279,,999.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971287,,8.7,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971288,,999.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971289,,11.67,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971295,,8.88,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971304,,13.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971305,,14.5,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971306,,18.75,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971324,,1.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5971325,,79.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971326,,999.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971330,,16.75,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971333,,52.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971334,,48.5,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971349,,999.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971358,,999.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971365,,24.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971377,,19.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971382,,42.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971390,,17.38,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971391,,10.93,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971392,,24.4,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971393,,22.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971394,,6.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971423,,2.14,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971454,,8.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5971457,,20.25,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971459,,54.33,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971460,,28.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5971461,,999.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
