item_id,title,total_qty,n_days,avg_gap_days,max_gap_days
533967,Vodka/Tequila Ocho,46,15,10.071428571428571,22.0
533973,"Rum,Whiskey and Mezcal",159,44,4.0,16.0
533978,El Dorado (15),50,18,9.705882352941176,46.0
533980,Almonds,226,90,1.9775280898876404,14.0
533982,Ebeltoft Sodas,176,66,2.646153846153846,13.0
533983,"Mate, Cola and Fritz",113,57,3.142857142857143,21.0
533984,Other Sodas,155,69,2.588235294117647,15.0
533985,"Coffee, Hot Chocolate and Tea",63,37,4.5,15.0
534050,Vegetar - Byg Din Egen Sandwich,416,83,2.1463414634146343,8.0
534058,Kylling & Bacon,2944,151,1.2,4.0
534066,Unspecified,88,60,3.0677966101694913,11.0
534072,Roastbeef & Høvlet Peberrod,170,84,2.108433734939759,6.0
534075,Skinke & Skærerost,138,77,2.3026315789473686,6.0
534080,Frikadelle med Rødkål,166,87,2.0930232558139537,7.0
534083,Parmaskinkie & Mozzarella Ost,277,112,1.6216216216216217,5.0
534084,Tun Mousse,616,141,1.2785714285714285,5.0
534086,Skaldyrssalat,287,116,1.5478260869565217,7.0
534093,Rejer & Æg,243,101,1.79,7.0
534095,Rejer & Avocado,362,120,1.504201680672269,6.0
534097,Røget Laks,319,119,1.5169491525423728,7.0
534101,Lille salat,601,133,1.356060606060606,4.0
534102,Hjemmebagt Bolle,513,123,1.4672131147540983,4.0
534109,Hjemmebagt Pølsehorn,637,122,1.4793388429752066,5.0
534111,3 Stenalderbrød (Glutenfrit),60,44,3.86046511627907,37.0
534128,Tapas 1 Person,89,28,5.888888888888889,24.0
534138,Muffins og Kage,387,99,1.836734693877551,10.0
534143,Forskellige Brød - Til Forskellige Priser,79,23,7.045454545454546,45.0
534145,Friskpresset Vitaminbombe,296,113,1.5982142857142858,7.0
534149,Sodavand,288,111,1.6272727272727272,6.0
534153,Kaffe,93,58,3.017543859649123,9.0
534160,Vand,57,41,4.3,25.0
534386,Unspecified,122,85,2.1547619047619047,9.0
534410,Alm. Øl,995,101,1.8,11.0
534411,Lux Øl,113,43,4.261904761904762,25.0
534412,Sodavand,312,81,2.2375,17.0
534413,Kildevand,67,40,4.512820512820513,18.0
534418,Cocio Kold,44,35,5.323529411764706,17.0
534422,Cocio Varm,55,31,5.866666666666666,23.0
534424,Kaffe,94,51,3.5,17.0
534425,Kaffe Sort,427,48,3.765957446808511,13.0
534440,Mokai/Cult/Breezer,131,46,3.911111111111111,33.0
534445,2 cl. Alm. Spiritus,34,7,20.666666666666668,86.0
534447,Lux Sprut,119,27,6.923076923076923,46.0
534450,Irish Kaffe,40,14,13.307692307692308,57.0
534456,DB Irish kaffe,76,23,7.818181818181818,20.0
534522,Drinks (70),26,14,10.692307692307692,39.0
534549,Øl kort 10 stk,737,171,1.0647058823529412,2.0
534553,ØL kort 1 stk,133,49,3.625,11.0
534554,Smøger,62,40,4.564102564102564,21.0
534561,Smøger,37,31,5.966666666666667,24.0
534569,Underberg,101,58,3.017543859649123,15.0
534577,Toast,48,20,8.947368421052632,27.0
535157,Bag fee,4603,175,1.0402298850574712,3.0
535375,Edamame Bønner,11,9,18.625,58.0
535391,Mini Forårsruller 8 Stk,9,8,7.285714285714286,18.0
535477,Laks Nigiri (2 stk),10,4,55.666666666666664,79.0
535536,California Uramaki Roll (8 stk),6,5,19.5,38.0
535749,Poke Bowl Veggie,11,10,19.444444444444443,44.0
535767,Reje Sushi Box (10 stk),16,13,13.583333333333334,45.0
535768,Laks Sushi Box (10 stk),11,9,21.25,78.0
535778,Ebi Lover Sushi Box (22 stk),8,7,21.166666666666668,61.0
535842,Hoshi Superior Laks Box (20 stk),11,10,18.555555555555557,54.0
535853,Hoshi Eco Box (36stk),7,7,24.666666666666668,75.0
535865,Chilimayo,54,31,5.666666666666667,19.0
535886,A. Soja Sauce,7,5,39.5,60.0
535946,A. Sodavand 0.33L,16,12,16.0,46.0
535953,Vand,14,10,18.0,43.0
536055,Øl,1818,116,1.5739130434782609,7.0
536056,Vand,117,54,3.3962264150943398,19.0
536062,Spiritus,372,57,3.232142857142857,10.0
536063,Vin,225,76,2.4133333333333336,8.0
538077,Mad ud af huset,383,113,1.6071428571428572,14.0
538087,CHIPS,160,72,2.5492957746478875,11.0
538088,CIGARETTER & VELO,116,66,2.707692307692308,11.0
538093,ØL ALM.,6062,156,1.167741935483871,4.0
538094,ØL KORT,729,142,1.2765957446808511,4.0
538109,GRIMBERGEN ØL,48,18,2.411764705882353,8.0
538112,GULD ØL,419,81,2.2625,14.0
538114,RAFLE ØL,1158,29,6.25,19.0
538133,KANDE,84,28,6.333333333333333,44.0
538167,2CL + VAND,68,32,5.580645161290323,47.0
538168,4CL + VAND,236,64,2.8412698412698414,37.0
538177,4CL+VAND,118,39,4.578947368421052,43.0
538181,BLOODY MARY 4CL,90,17,10.6875,41.0
538183,GIN HASS 2CL,114,40,4.410256410256411,16.0
538510,Hotdog Pølse,60,26,4.16,9.0
538511,Ristet Pølse,76,34,3.242424242424242,23.0
538515,Brød,153,52,2.0980392156862746,7.0
538518,Ristet Hotdog,423,76,1.4533333333333334,4.0
538519,Fransk Hotdog,147,58,1.894736842105263,6.0
538522,Bøfsandwich uden/med Sovs,121,54,2.018867924528302,7.0
538524,Big Burger,74,44,2.5348837209302326,12.0
538525,Jumbo Burger,60,35,3.1470588235294117,7.0
538526,Cheese Burger,187,65,1.703125,5.0
538530,Bacon Cheese,259,75,1.472972972972973,6.0
538531,Husets Burger,70,36,3.085714285714286,7.0
538541,Pølsemix,357,79,1.3974358974358974,4.0
538542,Kebabmix,261,74,1.5068493150684932,6.0
538543,Kyllingemix,158,68,1.626865671641791,4.0
538544,Stor Pommes Frites,228,72,1.5070422535211268,5.0
538545,Lille Pommes Frites,241,74,1.4931506849315068,4.0
538546,Grillkylling med Pommes Frites,342,74,1.4931506849315068,4.0
538551,Nuggets med Pommes Frites,83,46,2.3777777777777778,6.0
538557,Chilitops stk,598,46,2.3555555555555556,5.0
538561,Sandwich med Kylling eller Kebab,92,40,2.7435897435897436,7.0
538563,Salat med Fyld,178,59,1.8793103448275863,5.0
538568,"0,50l Sodavand",70,42,2.6097560975609757,13.0
538577,Nugget,210,29,3.7857142857142856,11.0
538580,Ex Dip,110,48,2.25531914893617,7.0
538581,Ex Ost,77,48,2.3191489361702127,7.0
538588,5 Nuggets,119,52,2.0588235294117645,7.0
538589,Børneburger,72,41,2.65,9.0
538590,Bacon/Cheeseburger,66,38,2.945945945945946,8.0
538613,Carciofi,95,49,3.4791666666666665,18.0
538961,Unspecified,91,27,1.6153846153846154,4.0
538972,SODAVAND 250ML + REDBULL,775,142,1.2836879432624113,4.0
540302,Øl Alm,10,2,16.0,16.0
540303,Sodavand,6,1,999.0,999.0
540305,Juleøl,12,2,15.0,15.0
540309,Snaps pr glas,2,1,999.0,999.0
540312,Flaske vand,2,1,999.0,999.0
540313,Vin pr flaske,2,2,15.0,15.0
540319,Unspecified,208,114,1.584070796460177,6.0
5403368,GNOCCHI Saint Agur,98,38,4.864864864864865,30.0
5418439,Fars 1/2kg,517,90,2.0224719101123596,25.0
5418457,Fars 1kg,678,90,2.0224719101123596,25.0
542836,BAILEYS 2CL,91,19,9.166666666666666,27.0
542893,VODKA SMIRNOFF 2CL,69,26,5.88,36.0
542919,GALIANO HOT SHOT + 2I1 SHOT (4STK),131,49,3.7083333333333335,27.0
542925,SHAKE SHOTS (10STK),105,42,4.341463414634147,16.0
542926,DR. N. TIL RÅSTOFF 2CL,746,86,2.1294117647058823,7.0
542927,SHOTS  FRA DR.N. TIL RÅSTOFF (10STK),51,34,5.121212121212121,37.0
542932,SHOTS RØR 2CL,143,27,6.653846153846154,23.0
542941,UNDERBERG (3STK),144,44,4.116279069767442,13.0
542942,"BREEZER,ICE,SHAKER",77,37,4.916666666666667,28.0
542952,"BREEZER,ICE,SHAKER (3STK)",193,46,3.888888888888889,23.0
542955,IRISK KAFFE 4CL,139,40,4.564102564102564,18.0
542956,SÆT ØL+SHOT (DR.N -RÅSTOFF),82,25,6.916666666666667,32.0
543452,Margarita,105,74,2.4246575342465753,9.0
543453,Roma,324,128,1.4251968503937007,6.0
543455,Marco Polo,65,53,3.326923076923077,16.0
543456,Gorgonzola,48,38,4.837837837837838,23.0
543457,Torino,114,72,2.5211267605633805,9.0
543458,Milan,311,127,1.4365079365079365,7.0
543459,Venedi,54,41,4.5,11.0
543460,Marina,468,149,1.222972972972973,4.0
543461,Mexicana,114,76,2.4133333333333336,7.0
543462,Capri,58,51,3.62,17.0
543463,Señor Special,168,97,1.8645833333333333,6.0
543464,Valg Frit,245,121,1.5,4.0
543468,C. Italiano,228,113,1.5714285714285714,9.0
543491,Hollywood,44,33,5.25,13.0
543494,Detroit,70,55,3.259259259259259,16.0
543497,San Diego,43,36,4.885714285714286,18.0
543499,Las Vegas,70,56,3.0,8.0
543502,C. New Jersey,78,54,3.207547169811321,11.0
543509,Ankawa Special,56,41,4.375,19.0
543510,Mickey Mouse,64,46,4.022222222222222,18.0
543516,Durum Sammenrullet med Shawarma,324,125,1.4516129032258065,7.0
543517,A. Durum Sammenrullet med Kylling,48,35,5.088235294117647,22.0
543518,B. Durum Sammenrullet med Mixed Kylling & Shawarma,118,85,2.130952380952381,9.0
543520,Shawarma Sandwich,42,30,5.896551724137931,16.0
543525,"½ Grillkylling med Pommes Frites, Salat",60,35,5.235294117647059,34.0
543534,Shawarma Special,60,43,4.119047619047619,16.0
543538,Pommes Frites (Stor),259,127,1.4365079365079365,6.0
543553,Almindelig Pizza,768,157,1.1602564102564104,4.0
543555,"0,50 Liter Sodavand",45,32,5.32258064516129,13.0
5436483,Saft,1,1,999.0,999.0
5436495,Saft,1,1,999.0,999.0
543779,Bruschetta,128,29,5.821428571428571,19.0
543780,Carpaccio,407,93,1.9565217391304348,7.0
543781,Ravioli,86,29,6.035714285714286,21.0
543784,Vitello Tonnato,247,67,2.727272727272727,28.0
543787,TOMATSUPPE,128,37,3.9444444444444446,33.0
543798,Oksemørbrad,197,42,4.2926829268292686,10.0
543799,Lammemørbrad,136,37,4.888888888888889,17.0
543803,PASTA INFERNO,459,74,2.4657534246575343,10.0
543805,Ravioli Oksemørbrad,100,19,9.0,56.0
543806,Ravioli Lammemørbrad,219,55,3.2222222222222223,16.0
543811,Ravioli Saint Agur,90,30,5.931034482758621,55.0
543812,Pasta carbonara,97,26,7.0,32.0
543835,Tasca il Gallo,151,56,3.2,10.0
543889,Panna Cotta,91,22,7.666666666666667,28.0
543890,Tartufo Limoncello,119,52,3.5294117647058822,11.0
543891,Tartufo Choko,140,46,4.0,26.0
543896,Den Lille Søde,131,49,3.6666666666666665,16.0
543922,Galvanina Sodavand,524,100,1.8181818181818181,7.0
543925,Mineralvand Stor,130,63,2.903225806451613,22.0
543926,Amarcord øl 33 cl,136,62,2.7540983606557377,11.0
543948,Roero Arneis Glas,229,73,2.486111111111111,16.0
543950,Barbera Glas,121,39,2.9210526315789473,19.0
544082,Espresso,126,61,3.0,12.0
544083,Americano,159,60,3.0508474576271185,11.0
544091,Cappuccino/ cortado,192,70,2.550724637681159,8.0
5443681,Pølsehorn,4,4,38.666666666666664,51.0
544422,Hønsekødssuppe med Bambusskud,145,77,2.3815789473684212,10.0
544427,Wantansuppe med Indbagt Svinekød,67,36,4.828571428571428,17.0
544430,Hjemmelavet Kæmpeforårsrulle,845,154,1.1830065359477124,5.0
544431,Hjemmelavet Kæmpeforårsrulle m.ris & Karrysauce,372,116,1.5478260869565217,6.0
544434,4 Vietnamesiske Forårsruller,53,39,4.552631578947368,15.0
544444,12 Små Vietnamesiske Forårsruller,136,80,2.2151898734177213,11.0
544456,Stegte Nudler med Kylling m/u Karry,50,32,5.548387096774194,20.0
544463,"Stegte Nudler med Kylling, okse & svinekød m/u karry",88,46,3.7333333333333334,11.0
544718,Kaffe og 1 stk. kage,36,18,8.647058823529411,35.0
545334,"Lykkelig Familie (Kylling, Oksekød & Svinekød) med Kogte Ris",95,61,2.9,8.0
545344,Oksekød i Karry med Grøntsager,48,36,4.9714285714285715,13.0
545370,Kylling i Karry med Grøntsager,149,81,2.2625,9.0
545379,Kylling Chop Suey med Grøntsager,53,40,4.512820512820513,16.0
545387,Kylling i Stærk Thai Karry med Grøntsager,38,30,6.241379310344827,20.0
545397,Indbagt Kylling med Sur-Sød Sauce,121,65,2.765625,12.0
545411,Vietnamesisk and i Sur-Sød Sauce,46,37,4.638888888888889,17.0
545418,Indbagte Små Rejer med Sur-Sød Sauce,65,44,4.0,13.0
545425,Indbagte Store Rejer med Sur-Sød Sauce,46,33,5.28125,13.0
545440,Lille Sai Gon Box,322,113,1.6071428571428572,5.0
545444,Stor SaiGon Box,549,141,1.2785714285714285,5.0
545455,Stor Bøfsandwich med Sovs,79,56,3.090909090909091,10.0
545459,½ Grillkylling med Pommes Frites,126,64,2.6825396825396823,13.0
545474,Pommes Frites,97,68,2.6865671641791047,14.0
545477,Kyllingenuggets med Pommes Frites,39,28,5.925925925925926,15.0
545509,Menu 1 (Pr Person),155,45,3.909090909090909,19.0
545529,Menu 3 (Pr Person),48,18,8.235294117647058,28.0
549231,Alkoholfri øl,45,22,8.380952380952381,103.0
551800,"Tomat, Ost",2,2,75.0,75.0
551806,Pepperoni,6,4,26.333333333333332,38.0
551807,Oksekød,1,1,999.0,999.0
551808,"Skinke, Champignon",1,1,999.0,999.0
551809,"Kebab, Salat, Dressing",4,2,3.0,3.0
551814,"Skinke, Champignon, Oksekød",1,1,999.0,999.0
551815,"A. Kebab, Pepperoni, Bacon, Løg, Dressing",3,3,30.5,51.0
551817,"A. Oksekød, Kylling, Paprika, Champignon, Løg, Dressing",2,2,24.0,24.0
551820,"Kylling, Kebab, Oksekød",1,1,999.0,999.0
551821,"Skinke, Pepperoni, Oksekød",2,2,11.0,11.0
551827,"Kylling, Løg, Oksekød, Bacon",2,2,131.0,131.0
551828,"Skinke, Løg, Oksekød, Bacon",1,1,999.0,999.0
551829,"Kebab, Champignon, Løg, Oksekød, Bearnaisesauce",2,2,123.0,123.0
551833,"A. Kebab, Pepperoni, Salatdressing",1,1,999.0,999.0
551839,"A. Oksekød, Kebab, Pepperoni, Jalapenos, Tacosauce",1,1,999.0,999.0
551840,"Champignon, Kylling, Oksekød, Jalapenos, Bearnaisesauce",1,1,999.0,999.0
551845,A. Meatlover,1,1,999.0,999.0
551869,Kebab Durum,3,3,58.0,76.0
551877,Kebab Mix,2,1,999.0,999.0
551887,1/2 Grillkylling,2,2,107.0,107.0
551890,Stor Pommesfrites,2,1,999.0,999.0
551908,"0,5 ltr. Sodavand",6,4,41.666666666666664,51.0
551909,"0,40 ltr. Cocio",10,6,35.4,100.0
551910,Red Bull,3,3,23.5,32.0
551933,Kebab Slice,32,10,20.11111111111111,57.0
551934,Pepperoni Slice,89,16,10.133333333333333,33.0
551935,Skinke Slice,360,22,8.619047619047619,30.0
553284,Kirin Ichiban (33 cl),87,47,3.6956521739130435,21.0
553288,Sapporo (33 cl),62,33,5.53125,21.0
553290,Tsingtao (33 cl),42,27,6.346153846153846,36.0
553295,Carlsberg,78,50,3.5918367346938775,20.0
553307,Carlsberg 1883,36,21,9.05,43.0
553318,Drinks,1142,156,1.167741935483871,15.0
553322,Japanske Sodavand (Ramune),65,37,4.916666666666667,25.0
553332,Isvand Pr. Person,484,122,1.4958677685950412,17.0
553337,Ingefær og Citrongræs,30,22,8.523809523809524,31.0
553338,Hyldeblomst,23,19,9.777777777777779,33.0
553351,Japansk Grøn Te Pr. Pers.,26,19,9.11111111111111,40.0
553541,Juice,70,49,3.6666666666666665,25.0
5535721,Cosmopolitan,146,40,4.512820512820513,14.0
5535829,Ameretto sour,276,48,3.74468085106383,14.0
553636,Unspecified,144,76,2.36,13.0
554978,Running Sushi (Mandag – Torsdag),856,96,1.8631578947368421,18.0
554979,Running Sushi (Fredag – Søndag (Helligdag)),822,75,2.445945945945946,15.0
554987,Månedens Special Tilbud (62 stk) (3-4 Personer),138,89,2.0454545454545454,17.0
554988,Månedens Special Tilbud (32 stk) (2 Personer),80,55,3.2777777777777777,16.0
554989,Månedens Special Tilbud (Inside out Menu 32 stk) (2 Personer),30,26,6.76,39.0
554996,Special Menu 2 (32 stk Til 2 Personer),45,35,5.0,16.0
554997,Special Menu 3 (62 stk til 3-4 Personer),45,36,4.9714285714285715,18.0
554999,Special Menu 4 (32 stk Til 2 Personer),33,28,6.296296296296297,32.0
555102,Unspecified,338,130,1.4031007751937985,5.0
5552093,Morgentallerken,551,126,1.416,13.0
5552094,Ymer,344,127,1.4047619047619047,13.0
5552095,Grød,307,113,1.5803571428571428,13.0
5552096,Ricottatoast tomat,414,127,1.4047619047619047,13.0
5552098,Omelet,1145,158,1.127388535031847,13.0
5552099,Bolle,1861,161,1.10625,13.0
5552100,Croissant,376,138,1.2919708029197081,13.0
5552101,Kartoffelmad,310,128,1.3937007874015748,13.0
5552102,Rødbedetartar,193,104,1.7087378640776698,15.0
5552103,Hønsesalat,507,148,1.2040816326530612,13.0
5552104,Toast svampe,421,142,1.2553191489361701,14.0
5552105,Toast serrano,471,137,1.3014705882352942,13.0
5552116,Filterkaffe,1532,166,1.0727272727272728,13.0
5552117,Refill filterkaffe,440,144,1.2377622377622377,15.0
5552119,Americano,688,153,1.1644736842105263,13.0
555212,Forårsruller 10 stk,20,14,2.769230769230769,4.0
5552120,Cortado,488,146,1.2206896551724138,13.0
5552121,Flat White,1623,164,1.0858895705521472,13.0
5552122,Latte,1507,166,1.0727272727272728,13.0
5552123,Cappuccino,1924,165,1.079268292682927,13.0
5552124,Iskaffe,752,159,1.120253164556962,13.0
5552125,The,284,118,1.5042735042735043,13.0
5552126,Varm ingefærdrik,643,156,1.1419354838709677,13.0
5552127,Chai latte,389,136,1.3111111111111111,13.0
5552128,Varm kakao,440,138,1.2919708029197081,14.0
555223,Tangsalat,9,7,6.0,10.0
555226,Rejerchips (Lys),24,18,2.4705882352941178,6.0
555227,Hjemmelavede Ebi Tempura 5 stk,11,8,5.428571428571429,16.0
555244,Miso Suppe,7,3,11.5,16.0
555250,Kylling Popcorn (15 stk.),7,5,5.5,15.0
555256,Wasabi ærter 140g,4,4,12.333333333333334,17.0
5552926,Pose,307,129,1.4140625,5.0
555349,Menu 1 (36 stk. for 2 Personer),20,14,3.230769230769231,10.0
555350,36 stk. Luksus Menu B,10,8,5.142857142857143,14.0
555368,Månedens Tilbud 24 stk,17,12,3.3636363636363638,7.0
555369,20 stk. Luksus Menu A,5,5,9.25,16.0
555370,Laks Box (12 stk),4,4,11.0,23.0
555375,Super Crispy Ebi Menu (33 stk),3,3,20.0,21.0
555376,10 Nigri Tilbud,3,3,9.0,17.0
555382,18 stk. Special Menu,11,6,7.0,14.0
555395,Super Single 14 stk. (1 Person),5,4,2.3333333333333335,5.0
555399,Nye!Efterårsmenu 38 stk.+Forretter 6stk,5,5,6.0,14.0
555424,Menu 2 (68 stk. for 4 Personer),47,25,1.75,3.0
555426,Luksus Toppede Maki Menu (48 stk) (3 Personer),4,4,11.0,20.0
555455,76 stk. Party Menu,7,4,5.666666666666667,15.0
555460,Store Crispy Ebi Menu,4,4,6.333333333333333,10.0
555478,72 stk. Sashimi Menu (4 Personer),10,4,8.666666666666666,13.0
5555520,Tilbud 2(aften),56,39,4.631578947368421,15.0
556431,Unspecified,3325,182,1.0,1.0
5580053,6-10 Behandlinger,2,2,4.0,4.0
5580068,11-20 Behandlinger,8,8,7.714285714285714,28.0
5580073,21-30+ Behandlinger,2,2,28.0,28.0
558692,Stor Cappuccino,2063,55,1.7592592592592593,14.0
558694,Stor Caffe Latte,1702,55,1.7592592592592593,14.0
558696,Bolle,2249,55,1.7592592592592593,14.0
559429,10 Nigri Tilbud,3,3,10.5,14.0
559436,Laks Nigiri,5,2,14.0,14.0
559641,Agurk Hosomaki (8 stk.),5,5,7.75,19.0
559652,Avocado Hosomaki (8 stk.),7,5,7.75,15.0
559660,Laks Hosomaki (8 stk.),9,4,7.333333333333333,14.0
559665,Crispy Ebi Hosomaki (8 stk.),3,3,9.5,18.0
559915,Smørrebrød,209,8,15.0,95.0
559929,Franskbrød m/rejer eller Laks,26,8,15.0,95.0
559935,Stjernekaster,58,9,13.125,90.0
559941,Konfektion,216,68,2.5522388059701493,14.0
559943,Konfektion,211,61,2.8333333333333335,25.0
559945,Konfektion,358,78,2.1948051948051948,14.0
559946,Konfektion,197,65,2.65625,26.0
559948,Konfektion,91,40,4.230769230769231,20.0
560057,Pose,39,20,1.736842105263158,3.0
560679,Frikadelle sandwich,58,43,4.142857142857143,29.0
561084,Spisyburger,51,42,4.073170731707317,26.0
561087,Græsk salat,18,17,11.0625,62.0
561417,SOL ØL,55,45,3.909090909090909,21.0
563429,Tom Yam Goong,7,5,28.5,46.0
563430,Tom Kha Gai,5,4,42.0,86.0
563431,Kylling Suppe m. Glasnudler,3,3,53.5,104.0
563432,Forårsruller (Pad Thai) 3stk.,26,20,8.947368421052632,47.0
563434,A. Tempura Rejer (3 stk.),12,9,19.875,53.0
563440,Pad Thai,149,84,2.1686746987951806,11.0
563442,A.  Vegetable Garden med Oksekød,49,36,4.857142857142857,19.0
563443,Stegte Ris med Kylling,52,42,4.317073170731708,12.0
563444,Kylling med Cashewnødder med Ris,157,86,2.1176470588235294,7.0
563445,Kylling og Ingefær med Ris,22,20,8.68421052631579,32.0
563450,Stegt Tofu og Tiger Rejer med Ris,44,32,5.612903225806452,34.0
563451,Stegt Oksekød og Basilikum med Ris,54,38,4.378378378378378,14.0
563456,Oksekød i Thai Chilisauce med Ris,24,20,9.210526315789474,25.0
563458,Andesteg med Ris,104,66,2.707692307692308,13.0
563459,Panang/Thai Rødkarry og Oksekød med Ris,222,95,1.9042553191489362,5.0
563460,Thai Grønkarry og Kylling med Ris,66,41,4.25,24.0
563465,Massaman / Thai Gulkarry og Oksekød med Ris,102,64,2.8095238095238093,10.0
563466,Ris,136,77,2.3289473684210527,9.0
563467,Cashewnødder,11,8,15.142857142857142,47.0
563468,Stegte Ris-Nudler,11,11,14.0,41.0
563469,Rejechips,42,37,4.75,22.0
563470,Sød Chili Sauce,9,6,34.4,73.0
563471,Ekstra Ting,60,39,4.473684210526316,20.0
563475,Sammensat Thai mad menu  Forret + Hovedret,515,124,1.4715447154471544,5.0
563625,Pepperoni,201,82,1.617283950617284,4.0
563626,Margheritta,57,44,3.046511627906977,12.0
563627,Vesuvio,148,72,1.8450704225352113,7.0
563628,Wold,40,32,4.096774193548387,9.0
563631,Spejderklubbens,262,99,1.336734693877551,5.0
563640,Marco Polo,211,87,1.5232558139534884,5.0
563648,Victor,47,35,3.7941176470588234,12.0
563690,Hawaii,82,53,2.5,10.0
563701,Botanik,50,35,3.7941176470588234,18.0
563708,Deniz,80,52,2.5098039215686274,7.0
563713,Fatih,48,34,3.6666666666666665,9.0
563733,Special,38,31,4.033333333333333,16.0
563750,Hopsa,50,40,3.3333333333333335,22.0
563761,Josephine,279,101,1.3,4.0
563770,Tom,46,29,4.428571428571429,12.0
563777,Thommas,45,31,4.266666666666667,10.0
563789,Mira,46,32,4.032258064516129,16.0
563791,Din Egen Pizza,126,65,2.015625,7.0
563804,Skakklubbens,46,26,5.2,14.0
563808,Pommes Frites Pizza,53,38,3.4054054054054053,11.0
563813,Salat 1,127,67,1.9393939393939394,6.0
563819,Salat 2,151,74,1.7945205479452055,8.0
563835,Salat 5,44,32,4.129032258064516,11.0
563985,Kebab Durum,125,64,2.0476190476190474,6.0
563990,Kebab/Pommes Frites Durum,44,32,4.0,12.0
564010,Melissa Pizza,53,32,3.935483870967742,16.0
564148,Unspecified,1120,173,1.052325581395349,2.0
564255,Grillkylling,43,30,4.413793103448276,13.0
564365,Mellem Pommes Frites,190,81,1.625,5.0
564375,"0,25 Liter Sodavand",104,48,2.702127659574468,13.0
564664,Unspecified,209,107,1.7075471698113207,7.0
565348,Unspecified,905,143,1.2746478873239437,4.0
566417,Menu 1,167,86,2.0588235294117645,17.0
566426,menu 2,241,102,1.7524752475247525,17.0
566430,Menu 3,153,94,1.946236559139785,22.0
568972,Pose,101,81,2.2375,8.0
569013,"Coca-Cola 0,5 L",320,105,1.7115384615384615,5.0
569074,Sodavand/juice stor,937,152,1.1986754966887416,3.0
569126,Unspecified,3456,181,1.0055555555555555,2.0
569135,Fadøl mellem,329,113,1.5803571428571428,5.0
569143,Fadøl stor,196,94,1.913978494623656,9.0
569173,Grimbergen stor (50cl),185,80,2.240506329113924,7.0
569247,St dørken,86,32,3.129032258064516,18.0
569717,Unspecified,33,26,7.04,24.0
5698969,Dele menu,113,29,6.285714285714286,34.0
5699048,Vin menu 2 glas,34,13,14.583333333333334,50.0
570115,Unspecified,277,124,1.4715447154471544,6.0
570342,Unspecified,297,61,3.0166666666666666,15.0
570470,Unspecified,361,111,1.0909090909090908,3.0
571062,Unspecified,1374,150,1.2147651006711409,3.0
5717366,Apple Juice,678,149,1.222972972972973,4.0
5718587,Mini donut,3357,170,1.0710059171597632,4.0
572606,Varibel,512,163,1.117283950617284,3.0
573148,Tarteletter (2 stk),11,1,999.0,999.0
573158,Torskefad,48,3,20.0,34.0
573163,Honning melon med skinke,10,1,999.0,999.0
574082,"Coca-Cola 1,5 L",15,14,10.76923076923077,39.0
574084,"Øl 0,33 L",28,20,8.736842105263158,55.0
575581,Gammel Knas ost,639,55,1.7592592592592593,14.0
575594,Smør,1551,55,1.7592592592592593,14.0
575595,Marmelade,886,55,1.7592592592592593,14.0
575598,Gouda Ost,570,54,1.7924528301886793,14.0
575687,Croissant,731,55,1.7592592592592593,14.0
575688,Flap Jack,485,55,1.7592592592592593,14.0
575689,Banan Müsli Bar (vegansk),368,54,1.7924528301886793,14.0
575690,Pain au chocolat,465,54,1.7924528301886793,14.0
575724,Gulerodskage,592,55,1.7592592592592593,14.0
575777,Cortado,769,55,1.7592592592592593,14.0
575782,Flat white,1664,55,1.7592592592592593,14.0
575783,Alm. cappuccino / au lait,706,55,1.7592592592592593,14.0
575787,Alm Caffe Latte,529,55,1.7592592592592593,14.0
575804,Caffe Mocha Orange / Hvid,304,52,1.8627450980392157,14.0
5758138,Gavekort - Selv valgt pris,2,2,12.0,12.0
5767375,S8 Agurk salat,369,129,1.40625,5.0
5767443,R0 Beef ramen,404,127,1.4285714285714286,5.0
5771012,Tætte venner & familie,3,3,12.5,24.0
579007,Bærepose,24,23,7.7272727272727275,22.0
579008,Coca-Cola,142,69,2.6029411764705883,26.0
579028,Margherita,50,34,5.454545454545454,21.0
579029,Vesuvio,30,24,7.3478260869565215,51.0
579033,Deniz,127,79,2.3205128205128207,10.0
582680,Unspecified,187,112,1.6216216216216217,7.0
583785,Stor Pommes Frites,141,88,2.045977011494253,6.0
583808,1/2 Kylling,21,17,8.125,30.0
584548,Alle medium,131,60,3.0677966101694913,13.0
584559,Alle large,52,27,6.730769230769231,22.0
586581,Unspecified,441,79,2.2435897435897436,18.0
587281,Unspecified,6,4,47.0,99.0
587792,Unspecified,178,87,2.058139534883721,31.0
587912,Unspecified,990,171,1.0647058823529412,5.0
5892505,Mellem box,778,133,1.371212121212121,22.0
5892534,Stor box,534,128,1.4251968503937007,23.0
5892964,Flaskecola,374,115,1.587719298245614,23.0
5893016,Vand,94,55,3.3518518518518516,23.0
5893686,Espresso martini,368,51,3.54,12.0
5896440,Kebabmix stor,70,42,4.146341463414634,24.0
5896883,9 Nuggets med Pommes Frites,93,58,3.1578947368421053,29.0
5896904,Durum,140,73,2.486111111111111,22.0
590337,Emil,25,13,13.0,76.0
590338,Capricciosa,28,12,14.909090909090908,40.0
590339,Afghani,37,31,5.566666666666666,23.0
590340,Italiana,27,12,10.454545454545455,21.0
590341,Vegetariana,23,16,10.6,25.0
590342,Milano,39,27,6.8076923076923075,27.0
