item_id,title,total_qty,n_days,avg_gap_days,max_gap_days,storage_type,shelf_life_days,can_freeze,perishability,confidence,notes
5960532,VARM KAKAO,614,137,1.3308823529411764,5.0,dry,365,False,low,high,coffee/tea/hot drinks
5960533,CHAI LATTE,104,61,2.9833333333333334,9.0,dry,365,False,low,high,coffee/tea/hot drinks
5960535,REFILL,258,107,1.7075471698113207,16.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5960538,FAD lille,479,118,1.547008547008547,6.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5960539,FAD stor,924,131,1.3923076923076922,5.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5960540,FLASKE,285,91,2.011111111111111,6.0,ambient,365,False,low,high,alcoholic beverages
5960541,SAFT / JUICE,370,110,1.6605504587155964,7.0,refrigerated,7,True,medium,high,fresh juice/smoothie
5960542,VIN glas,407,96,1.9052631578947368,7.0,ambient,365,False,low,high,alcoholic beverages
5960545,BOLLE m. ost,482,136,1.3333333333333333,6.0,refrigerated,3,True,medium,high,bread fresh
5960547,MORGENPLATTE,199,76,2.373333333333333,10.0,dry,365,False,low,high,coffee/tea/hot drinks
5960548,SANDWICH & PANINO,943,151,1.2,5.0,refrigerated,1,True,high,high,sandwiches fresh
5960549,KAGE,1566,166,1.096969696969697,5.0,refrigerated,3,True,medium,medium,pastries fresh
5960550,CROISSANT & COOKIE,743,157,1.1602564102564104,5.0,refrigerated,3,True,medium,medium,pastries fresh
5960554,BILLET,145,62,2.80327868852459,15.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5960663,Stor Fadøl,15823,140,1.3021582733812949,7.0,ambient,365,False,low,high,alcoholic beverages
5960664,Lille Fadøl,722,109,1.6759259259259258,9.0,ambient,365,False,low,high,alcoholic beverages
5960665,Stor Lux Fadøl,7105,136,1.3407407407407408,7.0,ambient,365,False,low,high,alcoholic beverages
5960666,Lille Lux Fadøl,475,101,1.8,9.0,ambient,365,False,low,high,alcoholic beverages
5960667,Tips,69,40,4.153846153846154,14.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5960668,Flaske vand,161,51,3.6,18.0,ambient,365,False,low,high,alcoholic beverages
5960669,Flaske Øl,5591,136,1.3407407407407408,7.0,ambient,365,False,low,high,alcoholic beverages
5960670,Guinness fad,1799,118,1.547008547008547,8.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5960672,Sodavand,2255,128,1.4251968503937007,10.0,ambient,365,False,low,high,soft drinks
5960673,Glas pinot Noir / Rosé,332,93,1.9565217391304348,10.0,ambient,365,False,low,high,alcoholic beverages
5960674,Fevertree,212,40,4.512820512820513,21.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5960675,Redbull,397,58,3.175438596491228,10.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5960676,Corona,169,51,3.52,10.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5960677,Somersby,181,63,2.8870967741935485,10.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5960678,Glas Vin sauvignon,803,116,1.5739130434782609,8.0,ambient,365,False,low,high,alcoholic beverages
5960680,Cocktail,3250,125,1.4596774193548387,8.0,ambient,365,False,low,high,alcoholic beverages
5960686,Spiritus (40),2582,111,1.6454545454545455,8.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5960689,Spiritus (55),478,82,2.234567901234568,7.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5960691,Flaske Spiritus (650),84,39,4.526315789473684,13.0,ambient,365,False,low,high,alcoholic beverages
5960694,Shot,2160,108,1.691588785046729,10.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5960695,5x Shots,714,89,2.0568181818181817,10.0,ambient,365,False,low,high,alcoholic beverages
5960698,Gl. Cremant / Cava,149,49,3.375,11.0,ambient,365,False,low,high,alcoholic beverages
5960746,Overlæbe,2,2,16.0,16.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5960750,Næse og øre mand,1,1,999.0,999.0,frozen,90,True,medium,high,meat frozen
5960754,Næse,1,1,999.0,999.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5960768,Manicure,3,3,14.0,14.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5960774,TO GO KOP,230,80,2.2911392405063293,15.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5960804,Stor Slush Ice,399,96,1.894736842105263,8.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5960823,Julefrokost,8,1,999.0,999.0,refrigerated,14,True,medium,high,cheese
5960877,Jule menu 1 Catering,201,7,6.5,10.0,dry,365,False,low,high,coffee/tea/hot drinks
5961039,CHIPS,649,140,1.3021582733812949,11.0,ambient,180,False,low,high,shelf-stable snacks
5961306,Rugbrød,54,29,6.107142857142857,20.0,dry,7,True,low,high,bread products
5961332,Klejner,248,14,3.0,6.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5961333,Klejner 3 stk,248,14,3.0,6.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5961435,Smørrebrød,90,9,18.375,42.0,dry,7,True,low,high,bread products
5961488,Stor Slush Ice,293,69,2.661764705882353,14.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5961499,Frubt,113,41,4.275,92.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5961500,Bl Brød,29,19,8.777777777777779,98.0,dry,7,True,low,high,bread products
5961501,Brød med Ost,316,47,3.739130434782609,92.0,dry,7,True,low,high,bread products
5961502,Pirog Sandwich,465,59,2.9655172413793105,92.0,frozen,60,True,medium,high,sandwiches frozen
5961503,Var me Drikke,1227,60,2.915254237288136,92.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5961504,Kolde Drikke,4,2,98.0,98.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5961505,Div. Drikke,55,28,6.296296296296297,98.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5961506,Dasen Ret,448,58,3.017543859649123,92.0,refrigerated,1,False,high,medium,ready-to-eat meals
5961507,3 stk Smarebød,1,1,999.0,999.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5961514,1 fl. Vin,11,2,11.0,11.0,ambient,365,False,low,high,alcoholic beverages
5961518,Kringel 1/2 tilbud,5,3,70.0,126.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5961520,Boller,7,2,14.0,14.0,dry,7,True,low,high,bread products
5961528,Jule Brownie,60,11,2.8,6.0,refrigerated,3,True,medium,medium,pastries fresh
5961531,Tangsalat 100g,9,9,18.25,63.0,refrigerated,3,False,high,high,fresh salads/vegetables
5961532,Snack box,4,4,46.66666666666666,111.0,ambient,180,False,low,high,shelf-stable snacks
5961539,Brød og smør,38,3,11.0,21.0,dry,7,True,low,high,bread products
5961548,Bærepose,24,10,3.333333333333333,7.0,ambient,180,False,low,high,shelf-stable snacks
5961549,Bounty kugler,36,5,3.75,7.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5961550,Brunch,34,2,7.0,7.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5961561,Unspecified,132,42,4.365853658536586,20.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5961580,Unspecified,73,28,1.4814814814814814,3.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5961597,Unspecified,124,69,2.617647058823529,20.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5961653,MUFFIN/SNEGL/SNICKERS,125,42,4.2682926829268295,40.0,dry,30,False,low,medium,pastries shelf-stable
5961677,Capri-sun Multivitamin,249,90,2.02247191011236,7.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5961721,Amacord fadøl,148,58,2.982456140350877,15.0,ambient,365,False,low,high,alcoholic beverages
5961744,Unspecified,443,121,1.5083333333333333,5.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5961971,F4 Pizza,1490,168,1.083832335329341,4.0,refrigerated,2,True,high,high,fresh pizza
5961972,F5 Pizza,62,34,4.878787878787879,29.0,frozen,90,True,medium,high,pizza (frozen/long shelf)
5961985,Kylling,226,104,1.7378640776699028,6.0,refrigerated,2,True,high,high,meat fresh
5961990,Shawarma,227,118,1.4786324786324787,6.0,refrigerated,1,True,high,high,wraps/kebab fresh
5961994,Kylling og Bacon,147,93,1.826086956521739,7.0,refrigerated,2,True,high,high,meat fresh
5962008,cola 500 ML,65,48,3.595744680851064,17.0,ambient,365,False,low,high,soft drinks
5962009,cola 330 ML,372,130,1.3953488372093024,7.0,ambient,365,False,low,high,soft drinks
5962011,1. Margherita,345,137,1.3308823529411764,4.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5962012,2. Capricciosa,259,125,1.4596774193548387,5.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5962013,3. Hawaii,175,98,1.855670103092784,7.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5962014,4. Calzone,62,46,4.022222222222222,12.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5962016,6. Pepperoni,637,160,1.1383647798742138,5.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5962017,8. Italian,53,44,3.953488372093023,19.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5962018,9. Shawarma,88,56,3.1272727272727274,13.0,refrigerated,1,True,high,high,wraps/kebab fresh
5962019,10. Bianca,154,88,2.0804597701149423,7.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5962020,12. Quattro Formaggi,55,41,4.525,15.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5962021,13. Diavola,55,43,4.119047619047619,20.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5962023,15. Gorgonzola,67,57,3.125,10.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5962024,11. Tartufo e Patate,83,56,3.163636363636364,13.0,dry,365,False,low,high,coffee/tea/hot drinks
5962026,17. Pollo,68,48,3.6595744680851054,12.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5962029,30. Pizza Con Insalata,297,141,1.2857142857142858,4.0,refrigerated,2,True,high,high,fresh pizza
5962030,31. Pollo og Pesto,116,76,2.36,9.0,refrigerated,14,False,medium,high,sauces/condiments
5962034,35. Casereccia,74,59,3.0517241379310347,11.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5962036,37. Vegetariana,58,45,3.909090909090909,16.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5962121,Gloegg,47,15,2.2857142857142856,7.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5962136,julepils,151,15,8.285714285714286,38.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5962159,Smørrebrød,2051,108,1.691588785046729,17.0,dry,7,True,low,high,bread products
5962160,Smørrebrød fisk,390,87,2.0930232558139537,17.0,frozen,60,True,medium,high,seafood frozen
5962161,Lux. Smørrebrød,66,10,2.333333333333333,7.0,refrigerated,3,True,medium,high,bread fresh
5962162,Lux. Fisk,9,8,2.571428571428572,6.0,refrigerated,1,True,high,high,seafood fresh
5962164,Luksus rejemad,16,8,22.571428571428573,77.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5962165,Stjerneskud,154,42,4.2682926829268295,20.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5962166,Luksus fiskefilet med rejer,17,11,14.1,38.0,frozen,60,True,medium,high,seafood frozen
5962168,Frikadeller,4,1,999.0,999.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5962169,Gammeldags æblekage,5,2,157.0,157.0,dry,30,False,low,medium,pastries shelf-stable
5962172,2 stk. Fiskefilet,7,6,30.6,60.0,frozen,60,True,medium,high,seafood frozen
5962173,2 stk. Frikadeller,1,1,999.0,999.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5962174,Sodavand,36,24,7.043478260869565,35.0,ambient,365,False,low,high,soft drinks
5962175,Saft,17,13,12.166666666666666,34.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5962176,Øl,2,1,999.0,999.0,ambient,365,False,low,high,alcoholic beverages
5962177,Vand,9,6,29.6,54.0,ambient,365,False,low,high,soft drinks
5962241,Gebyr,37,4,25.0,32.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5962265,Juleknas,41,10,2.555555555555556,6.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5962271,En ekstra pose / Bestik,11,5,36.75,101.0,ambient,180,False,low,high,shelf-stable snacks
5962317,RYSBJERG SMYKKER,23,11,5.2,10.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5962336,Lovpligtig bæreposeafgift,3854,141,1.0642857142857145,3.0,ambient,180,False,low,high,shelf-stable snacks
5962363,Mad,135,4,18.33333333333333,32.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5962373,Unspecified,90,53,3.3653846153846154,17.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5962384,Unspecified,452,143,1.2746478873239435,4.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5962452,Diverse,52,31,5.966666666666667,49.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5962471,Unspecified,9,7,23.166666666666668,109.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5962790,Personale sodavand,74,48,3.127659574468085,18.0,ambient,365,False,low,high,soft drinks
5962858,Tomatsauce og Ost,9,8,15.714285714285714,62.0,refrigerated,3,False,high,high,fresh salads/vegetables
5962859,"Tomatsauce, Ost og Skinke",11,10,11.666666666666666,34.0,refrigerated,3,False,high,high,fresh salads/vegetables
5962860,"Tomatsauce, Ost og Hakket Oksekød",9,6,14.0,29.0,frozen,90,True,medium,high,meat frozen
5962861,"Tomatsauce, Ost og Pepperoni",56,40,3.7948717948717943,14.0,refrigerated,3,False,high,high,fresh salads/vegetables
5962864,"Tomatsauce, Ost, Champignon",6,6,9.6,29.0,refrigerated,3,False,high,high,fresh salads/vegetables
5962865,"Tomatsauce, Ost og Hylling",17,15,8.785714285714286,25.0,refrigerated,3,False,high,high,fresh salads/vegetables
5962867,"Tomatsauce, Ost, Skinke og Champignon.",12,12,10.272727272727272,25.0,refrigerated,3,False,high,high,fresh salads/vegetables
5962869,"Tomatsauce, Ost, Skinke og Ananas.",6,5,26.5,37.0,refrigerated,3,False,high,high,fresh salads/vegetables
5962870,"Tomatsauce, Ost og Kebab.",7,7,12.333333333333334,28.0,frozen,60,True,medium,high,wraps/kebab frozen
5962893,"Tomatsauce, Ost, Kebab, Kylling",9,9,11.5,25.0,frozen,60,True,medium,high,wraps/kebab frozen
5962899,"Tomatsauce, Ost, Kebab, Salat",40,27,5.0,18.0,frozen,60,True,medium,high,wraps/kebab frozen
5962901,"Tomatsauce, Ost, Kylling, Salat, Tomat i Skiver",8,8,20.571428571428573,37.0,frozen,90,True,medium,high,meat frozen
5962922,Durum,37,30,5.0344827586206895,21.0,ambient,365,False,low,high,alcoholic beverages
5962925,Pitabrød,45,39,3.236842105263158,16.0,frozen,60,True,medium,high,wraps/kebab frozen
5962927,Hjemmelavet Cheddar Grillburger Menu,34,24,6.0,17.0,frozen,60,True,medium,high,sandwiches frozen
5962938,Nachos (V),9,7,15.5,41.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5962942,"Pommes Frites (V, VG)",20,17,9.125,30.0,dry,365,False,low,high,coffee/tea/hot drinks
5962943,"Håndskårne Fritter (V, VG)",18,16,8.933333333333334,30.0,dry,365,False,low,high,coffee/tea/hot drinks
5962944,Kebabmix,9,7,20.5,51.0,frozen,60,True,medium,high,wraps/kebab frozen
5962945,Kyllingmix,8,8,13.714285714285714,31.0,frozen,90,True,medium,high,meat frozen
5962946,Halv Grillkylling,9,8,9.714285714285714,18.0,frozen,90,True,medium,high,meat frozen
5962951,Remoulade,11,4,20.0,31.0,refrigerated,14,False,medium,high,sauces/condiments
5962952,Mayonnaise,155,51,2.84,14.0,refrigerated,14,False,medium,high,sauces/condiments
5962953,"Kildevand 0,5 l",8,7,23.166666666666668,56.0,frozen,90,True,medium,high,meat frozen
5962957,"Faxe Kondi 1,5 l",9,8,14.428571428571429,43.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5962960,"Gazoz 0,33 l",22,17,3.5,8.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5962961,"Redbull 0,25 l",10,8,17.285714285714285,42.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5962963,"Cocio 0,4 l",7,7,9.0,16.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5962976,Alm øl,7509,177,1.0340909090909092,2.0,ambient,365,False,low,high,alcoholic beverages
5962977,Lux øl,690,119,1.5254237288135593,6.0,ambient,365,False,low,high,alcoholic beverages
5962978,Sodavand,636,132,1.3893129770992367,4.0,ambient,365,False,low,high,soft drinks
5962986,Bager hv\chili,125,68,2.701492537313433,21.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5963044,Tom stænger,14,6,12.2,32.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5963121,Shaker/Breezer,349,77,2.381578947368421,7.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5963123,Redbull,130,41,4.525,25.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5963124,Flaske Vand,61,39,4.7105263157894735,13.0,ambient,365,False,low,high,alcoholic beverages
5963126,Alm Fadøl Stor,650,124,1.4715447154471544,6.0,ambient,365,False,low,high,alcoholic beverages
5963127,Alm Fadøl Lille,93,43,4.238095238095238,20.0,ambient,365,False,low,high,alcoholic beverages
5963128,Lux Fadøl Stor,524,105,1.7403846153846154,5.0,ambient,365,False,low,high,alcoholic beverages
5963129,Lux Fadøl Lille,197,69,2.588235294117647,12.0,ambient,365,False,low,high,alcoholic beverages
5963130,Tuborg guld Stor,105,29,4.821428571428571,28.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5963132,Klippekort,378,129,1.4140625,6.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5963133,Tobak,160,80,2.2911392405063293,12.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5963134,Chips,58,34,5.090909090909091,18.0,ambient,180,False,low,high,shelf-stable snacks
5963136,Drinks 2 cl spiritus m/sodavand,253,60,3.067796610169492,14.0,ambient,365,False,low,high,alcoholic beverages
5963137,Drinks 4 cl spiritus m/sodavand,506,80,2.3037974683544302,9.0,ambient,365,False,low,high,alcoholic beverages
5963167,Kaffe,253,98,1.845360824742268,7.0,dry,365,False,low,high,coffee/tea/hot drinks
5963168,Dobbelt Irish Coffee,383,77,2.3947368421052637,8.0,refrigerated,2,True,medium,medium,pasta/rice fresh
5963173,Tilbud på kander,56,25,7.041666666666667,27.0,frozen,90,True,medium,high,meat frozen
5963175,2cl Spiritus,491,79,2.3205128205128207,10.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5963176,2cl Shots,1174,121,1.5083333333333333,5.0,ambient,365,False,low,high,alcoholic beverages
5963177,4cl Shots,573,97,1.8854166666666667,7.0,ambient,365,False,low,high,alcoholic beverages
5963178,10 stk Små Sure (2 cl),49,28,6.703703703703703,34.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5963213,Oksefilet med Kartofler og Dagens Garniture,37,26,7.24,18.0,frozen,90,True,medium,high,meat frozen
5963215,Biskemed med Spejlæg Rødbeder og Engelsk/ Brun Sovs,82,52,3.549019607843137,16.0,refrigerated,7,False,medium,high,dairy/eggs
5963216,Flæskesteg,103,58,3.087719298245614,12.0,dry,365,False,low,high,coffee/tea/hot drinks
5963217,Stegt Flæsk Sprøde Svær kartofler og Persillesovs,176,73,2.513888888888889,11.0,dry,365,False,low,high,coffee/tea/hot drinks
5963218,Flæskestegs-Sandwich med eller uden Bacon,185,77,2.381578947368421,8.0,dry,365,False,low,high,coffee/tea/hot drinks
5963219,Flæskestegs-Sandwich med Pommes Frites,98,48,3.851063829787234,12.0,dry,365,False,low,high,coffee/tea/hot drinks
5963220,Pommes Frittes Salatmanaise,38,29,6.464285714285714,19.0,dry,365,False,low,high,coffee/tea/hot drinks
5963221,Hjemmelavet Asiatisk Forårsruller med Soya 4 stk,46,32,5.806451612903226,16.0,frozen,90,True,low,high,frozen fried items
5963222,Fiskefilet (af Rødspætte),47,34,5.393939393939394,17.0,dry,365,False,low,high,coffee/tea/hot drinks
5963225,"Pandekage med Bacon, Skinke og Ost",71,43,4.285714285714286,13.0,refrigerated,2,True,high,high,meat fresh
5963227,Pandekage med Syltetøj og Flødeskum,38,25,6.583333333333333,23.0,dry,365,False,low,high,coffee/tea/hot drinks
5963228,Pandekage med Vanilje is og Flødeskum,110,50,3.612244897959184,15.0,frozen,90,True,medium,high,meat frozen
5963232,Frisk Hjemmelavet Smørrebrød,198,69,2.661764705882353,12.0,refrigerated,3,True,medium,high,bread fresh
5963234,Luksus Stjernskud af 2 stk Rødspætte Filet,64,38,4.783783783783784,19.0,dry,365,False,low,high,coffee/tea/hot drinks
5963235,Almindelig Vand På Flaske 1 Liter,51,40,4.641025641025641,16.0,ambient,365,False,low,high,alcoholic beverages
5963236,Kildevand med eller Uden Brus,134,75,2.445945945945946,10.0,refrigerated,2,True,high,high,meat fresh
5963237,"Coaca-Cola, Coca-Cola Zero",400,106,1.723809523809524,7.0,ambient,365,False,low,high,soft drinks
5963238,"Schweppes, Lemon",82,50,3.4489795918367347,16.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5963239,Tuborg Squash,94,65,2.828125,8.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5963241,Craft Lemonade Rhubarb Heaven - Rabarbersmag,38,26,7.0,32.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5963245,Tuborg - Flaske,80,29,5.642857142857143,35.0,ambient,365,False,low,high,alcoholic beverages
5963247,Tuborg/ Carlsberg Fadøl/ Draft Beer,351,112,1.6306306306306306,5.0,ambient,365,False,low,high,alcoholic beverages
5963248,"Grimbergen Fadøl - Double Ambree, Blonde",264,100,1.8282828282828285,7.0,ambient,365,False,low,high,alcoholic beverages
5963250,Et Glas Vin/ A Glass of Wine,133,61,3.0,14.0,ambient,365,False,low,high,alcoholic beverages
5963254,Varm Chokolade med Flødeskum - Hot Chocolate with Cream,76,45,4.090909090909091,18.0,dry,365,False,low,high,coffee/tea/hot drinks
5963255,Cappucino,36,22,8.571428571428571,39.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5963256,Coffe Latte,49,38,4.72972972972973,18.0,dry,365,False,low,high,coffee/tea/hot drinks
5963257,Kaffs/ Coffee,81,47,3.9130434782608696,28.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5963282,Carambar 5 stk,77,46,3.733333333333333,21.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5963288,Småkager,27,3,41.5,82.0,dry,30,False,low,medium,pastries shelf-stable
5963332,Unspecified,57,29,6.0,28.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5963344,Frikadeller 3 stk. kold,108,42,4.2926829268292686,31.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5963345,Middagsretter - varm selv,472,103,1.7647058823529411,26.0,dry,365,False,low,high,coffee/tea/hot drinks
5963356,Mad ud af huset,518,33,5.5,34.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5963358,Håndmadder,2677,110,1.6422018348623852,12.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5963360,Højtbelagt smørrebrød,1682,81,2.2375,22.0,dry,7,True,low,high,bread products
5963361,Stjernekaster,498,105,1.7307692307692308,12.0,dry,365,False,low,high,coffee/tea/hot drinks
5963362,Madpakke,413,99,1.8265306122448977,24.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5963363,Croissant,350,86,2.1058823529411765,27.0,dry,30,False,low,medium,pastries shelf-stable
5963364,Sandwich,1583,116,1.565217391304348,20.0,frozen,60,True,medium,high,sandwiches frozen
5963430,"Biavler Joergensen, varesalg",16,13,14.416666666666666,28.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5963549,Håndmadder,147,11,2.1,5.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5963611,Frikadeller m. kartoffelsalat,64,32,5.225806451612903,34.0,refrigerated,3,False,high,high,fresh salads/vegetables
5963613,Sodavand,133,66,2.753846153846154,26.0,ambient,365,False,low,high,soft drinks
5963621,FF/Porter,26,14,12.307692307692308,42.0,dry,365,False,low,high,coffee/tea/hot drinks
5963622,Gamle regninger,29,22,8.19047619047619,28.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5963628,Sport cola,10,7,26.166666666666668,53.0,ambient,365,False,low,high,soft drinks
5963636,Vin,179,38,1.837837837837838,6.0,ambient,365,False,low,high,alcoholic beverages
5963651,Julefrokost,714,18,2.117647058823529,5.0,refrigerated,14,True,medium,high,cheese
5963812,Amigo BIG BITE,194,72,2.4788732394366195,12.0,dry,365,False,low,high,coffee/tea/hot drinks
5963816,Mega works BIG BIG BIG,104,45,4.113636363636363,14.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5963821,CX BIG,95,40,4.641025641025641,19.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5963838,Hoker MELLEM,885,85,2.1547619047619047,7.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5963839,Classic MELLEM,657,83,2.1951219512195124,7.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5963844,"Sodavand 0,25 cl",612,88,2.0804597701149423,8.0,ambient,365,False,low,high,soft drinks
5963854,STEMPELKANDE KAFFE MELLEM,88,44,4.209302325581396,14.0,dry,365,False,low,high,coffee/tea/hot drinks
5964210,4 æbleskiver og kakao,58,9,8.375,45.0,dry,365,False,low,high,coffee/tea/hot drinks
5964257,Spiritus variabel,92,27,5.884615384615385,19.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5964291,F1 Pizza,526,113,1.6160714285714286,7.0,refrigerated,2,True,high,high,fresh pizza
5964298,KH —— kirsten,15,12,6.363636363636363,20.0,dry,365,False,low,high,coffee/tea/hot drinks
5964340,"Lotte Lindvig, strik, varesalg",17,14,11.384615384615383,35.0,dry,365,False,low,high,coffee/tea/hot drinks
5964341,Vand 500 ML,99,61,2.8833333333333333,11.0,refrigerated,2,True,high,high,meat fresh
5964343,Lux fisk med rejer,2,2,2.0,2.0,refrigerated,1,True,high,high,seafood fresh
5964344,Gløgg,615,44,3.232558139534884,20.0,ambient,365,False,low,high,alcoholic beverages
5964345,5. K2 Pizza,232,116,1.5739130434782609,5.0,refrigerated,2,True,high,high,fresh pizza
5964346,Coffee,62,32,5.838709677419355,16.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
5964355,Øl og Vand,3,1,999.0,999.0,ambient,365,False,low,high,alcoholic beverages
5964362,Brød og smør,75,6,27.6,54.0,dry,7,True,low,high,bread products
5964578,Durum med kebab,205,96,1.9052631578947368,24.0,ambient,365,False,low,high,alcoholic beverages
596462,Alt mælk,944,55,1.7592592592592593,14.0,refrigerated,7,False,medium,high,dairy/eggs
5964830,Kridts Morgenbolle,610,131,1.376923076923077,5.0,refrigerated,3,True,medium,high,bread fresh
5964831,Kridts Brunch,625,118,1.547008547008547,5.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5964845,Snackkurv,382,133,1.3333333333333333,4.0,ambient,180,False,low,high,shelf-stable snacks
5964846,Nachos,520,139,1.3115942028985508,4.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
5964847,Nachos med Kylling,998,148,1.2312925170068028,4.0,refrigerated,2,True,high,high,meat fresh
5964848,French Fries,1124,153,1.1907894736842106,4.0,frozen,90,True,low,high,frozen fried items
5964855,Kridts stjernekaster,467,123,1.4672131147540983,5.0,dry,365,False,low,high,coffee/tea/hot drinks
